ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
SSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDRL,HM 08,Energy,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1,Par-la-Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,3.86,3.84,6.455862,,0,,3.84,,743343,,3.86,3.870647,,3.84,,743343,,,,,,2.927784,,,3.748,4,NOK,217605,,,,385168288,,,1287048,0.3411588,3.748,3.812,,115900,217605,33.84,-0.57757574,,,2.95,3.756,False,,487300,3.84,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SDRL.OL,finmb_22532593,no_market,,5.677,,-2.2037199,30.52,-0.8364407,,-6.6,,100330000,,,-0.528,,,,1577750400,0.37392,-2488000000,-24.88,,,,0.27479,1640908800,1585612800,,,69439318,6409273344,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,4538,,441 295 3494,,,,f34cf53e-3abd-370d-b16d-49b3354d00b7,
SIOFF,4610,Energy,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1,Nodeviga 14,Oil & Gas Midstream,,1,1,0.9639855,,0,,1.02,,31105,,1,0.9644118,,1,,31105,,,,,1399334400,0.714285,,,0.98,4,NOK,28344,,,,953433792,,,90711,3.4550087,0.98,1.02,,137000,28344,2,-51,,,0.6,0.905,False,,132200,1.02,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,SIOFF.OL,finmb_23954324,no_market,,6.906,,-0.31768,20.917,-0.23664117,,-0.02,,934739008,,,0.335,,,,1577750400,0.00196,-92925000,-0.093,,,3.044776,0.97419,1640908800,1585612800,,,30500526,1905855744,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,1102,,47 37 40 62 86,,,,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,
SIKRI-ME,1366,Technology,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Lysaker,47 90 53 00 49,Norway,[],http://www.sikri.no,1,Vollsveien 4A,Information Technology Services,,125,125,99.97278,,,,125,,9459,,125,99.97278,,125,,9459,,,,,,,,,124,2,NOK,1541,,,,1827945984,,,12857,,124,125,,,1541,135,,,,87,123,False,,,125,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,SIKRI-ME.OL,finmb_665908878,no_market,,,,0,,Infinity,,,,14741500,,,4.162,,,,,,,,,,29.793367,,,1585612800,,,,1877222784,,,,,,979252,,,,,,,,https://logo.clearbit.com/sikri.no,101,,,,,,b6cf3402-2981-3a2a-bc32-abacced18a98,
SOFTOX-ME,0275,Healthcare,"SoftOx Solutions AS, together with its subsidiaries, operates as a medtech company in Norway. Its SoftOx technology kills the microorganisms in biofilms by acting on various microbial components. The company engages in the development of SoftOx Wound Irrigation Solution that is under preclinical studies for the prevention and treatment of infections on breached or compromised skin, including acute wounds and skin lesions in patients with eczema; and SoftOx Biofilm Eradicator, which is in preclinical studies to treat biofilm infections in non-healing chronic wounds. The company was founded in 2012 and is headquartered in Oslo, Norway.",Oslo,47 97 75 90 71,Norway,[],http://www.soft-ox.com,1,Hoffsveien 1A,Biotechnology,,52.5,61,66.38913,,0,,61,,24562,,52.5,62.588234,,61,,24562,,,,,,-6.219522,,,56,2,NOK,81805,,,,445682496,,,78679,110.09859,56,57.5,,,81805,116,,,,18,57,False,,,61,OSL,SOFTOX SOLUTIONS,SoftOx Solutions AS,Europe/Oslo,CEST,False,7200000,EQUITY,SOFTOX-ME.OL,finmb_545902392,no_market,,87.268,,0,-15.265,,,,,7751000,,,10.206,,,,1577750400,,-19330244,-2.494,,,5.6339407,,1640908800,1585612800,,,5103956,353263488,,1530489600,50:1,,,,,,,,,,,https://logo.clearbit.com/soft-ox.com,12,,,,,,101cdf12-74dc-3bc7-9b72-4c9802a2c1d8,
SKUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSL,SKUE SPAREBANK,Skue Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SKUE.OL,finmb_9950897,no_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'elapsedTime': 112, 'status': 404, 'statusCode': 404, 'statusText': 'Not Found', 'requestUri': 'http://iquery.finance.yahoo.com:4080/v10/finance/quoteSummary/SKUE.OL?formatted=true&crumb=IH0sWfYa4LB&lang=en-US&region=US&modules=price%2CsummaryDetail%2CpageViews%2CfinancialsTemplate&ssl=true', 'headers': {'referrer-policy': 'no-referrer-when-downgrade', 'x-xss-protection': '1; mode=block', 'server': 'ATS', 'content-encoding': 'gzip', 'x-frame-options': 'SAMEORIGIN', 'via': 'http/1.1 media-router-omega42.prod.media.ne1.yahoo.com (ApacheTrafficServer [cMsSfW]), http/1.1 media-router-api7023.prod.media.ir2.yahoo.com (ApacheTrafficServer [cMsSf ])', 'content-type': 'application/json;charset=utf-8', 'date': 'Thu, 13 Aug 2020 11:22:40 GMT', 'cache-control': 'max-age=0, private', 'vary': 'Origin', 'x-content-type-options': 'nosniff', 'expires': '-1', 'content-length': '125', 'x-yahoo-request-id': '4odrnhhfja8k0', 'connection': 'keep-alive', 'age': '0'}, 'responseText': '{""quoteSummary"":{""result"":null,""error"":{""code"":""Not Found"",""description"":""Quote not found for ticker symbol: SKUE.OL""}}}', 'responseXML': None}"
SOGN,6885,Financial Services,"Sogn Sparebank provides banking products and services in Norway. The company offers saving accounts; saving products comprising bank, fund, and retirement savings; and deposit pension products. It also provides loan products for cars and other vehicles, as well as other small loans; and insource products comprising children, auto, death, health, building, holiday home, income, critical health, disability, UNG, and other insurance. In addition, the company offers bell payment products; bank cards; and mobile and online banking services. The company was founded in 1971 and is based in Ãrdalstangen, Norway.",Ãrdalstangen,47 57 64 85 10,Norway,[],http://sognbank.no,1,Evensensveg 8,Banks—Regional,,98.5,99,100.12319,0.030456852,0,,100,,114,,98.5,101.27941,3,99,,114,,,,3,1586995200,0.027874,,,98,2,NOK,85,,,,63250000,,,128,0.46226934,98,100,,0,85,110,,,,90.5,98,False,0.0305,0,100,OSL,SOGN SPAREBANK,Sogn Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SOGN.OL,finmb_9192756,no_market,,-2.859,,0.16574,,-0.010050237,,,,632500,,,1454.886,,,,1577750400,0.07202,2829000,4.57,,,0.06873391,0.45014998,1640908800,1585612800,,,368366,-391198560,,,,,,,,,,,,,,https://logo.clearbit.com/sognbank.no,,21.881838,,,,,d0fe10f0-a92f-30e2-859a-ac83025e9a89,
SNOR,6509,Financial Services,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1,Langveien 21,Banks—Regional,,111,111,110.56159,0.058558557,0.6379,,112,,97,,111,109.67647,6.5,111,,97,,,,6.5,1585785600,0.111436,,,111,2,NOK,1000,,,,251170080,,,515,0.6194847,111,112,,0,1000,128,9.773124,,,95,109,False,0.0586,0,112,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.91,,0.28702,,0.027777791,,11.46,,2242590,,,980.293,,,,1577750400,0.05173,18547000,8.741,,,0.114251554,0.50136,1640908800,1585612800,,,1236695,3612658944,,,,,,-0.824,,,,,,,,https://logo.clearbit.com/sparebank1.no,,12.813179,47 71 58 01 50,,,,395299a7-1e64-35a5-817a-5edb041835b0,
SOLON,0161,Real Estate,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1,Olav Vs gate 5,Real Estate—Development,,30.3,30.5,30.540579,0.0660066,1.6694,,30.5,,17910,,30.3,30.002941,2,30.5,,17910,,,,,1557273600,0.486826,,,30.4,2,NOK,2836,,,,2230235136,,,27976,1.6290826,30.4,30.5,,0,2836,40.6,10.896057,,,24,30.4,False,,0,30.5,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SOLON.OL,finmb_410651936,no_market,,3.678,,0.05347,20.541,-0.13428575,,2.79,,73363000,,,16.987,,,,1577750400,0.14716,73203000,1.056,,,1.7896038,0.64419997,1640908800,1585612800,,,20598582,5035743744,,1490572800,1:200,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,28.787878,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9,
SOAG,1526,Financial Services,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/nb/ostfold-akershus/privat.html,1,Varnaveien 43E,Banks—Regional,,230,228,226.76086,0.0626087,5.4175,,234,,28,,230,229.11765,14.4,228,,28,,,,12,1585872000,0.091753,,,228,2,NOK,121,,,,2898815488,,,434,3.75485,228,232,,90100,121,270,9.745939,,4.37,185,230,False,0.052199997,40000,234,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Østfold Akershus,Europe/Oslo,CEST,False,7200000,EQUITY,SOAG.OL,finmb_12505834,no_market,,7.872,,0.42986,,0.045454502,,24.01,,12388100,,,291.183,,,,1577750400,0.09793,310620992,25.072,,,0.8036183,0.80093,1640908800,1585612800,,,3699223,6077426688,,,,,,-0.525,,,,,,,,https://logo.clearbit.com/sparebank1.no,,9.33312,,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46,
RING,3510,Financial Services,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",HÃ¸nefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1,SÃ¸ndre Torv 6,Banks—Regional,,228,228,219.87682,0.058333334,0.65739995,,228,,284,,228,225.17647,13.3,228,,284,,,,13.3,1584662400,0.33914,,,224,2,NOK,1531,,,,3505689600,,,684,4.4730034,224,224,,30000,1531,240,10.54614,,5.24,185,222,False,0.0583,27700,228,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000,EQUITY,RING.OL,finmb_9220341,no_market,,9.237,,0.41522998,,0.11764705,,21.24,,15650400,,,233.221,,,,1577750400,0.049590003,316784000,20.242,,,0.96046245,0.73478997,1640908800,1585612800,,,4304957,7239292416,,,,,,-0.558,,,,,,,,https://logo.clearbit.com/sparebank1.no,,11.0661,47 32 11 33 01,,,,224474a1-3bbb-3a9b-bc52-ac97ff01b43b,
MING,,Financial Services,"SpareBank 1 SMN, together with its subsidiaries, provides various financial and banking products and services to personal and corporate customers in Norway and internationally. The company provides advisory services; and a range of products in the fields of financing, savings and investment, insurance, and payment services. It also offers investment and operations financing, domestic and foreign money transfers, fixed income and currency hedging, investment of surplus liquidity, structured products, and insurance of individuals and buildings/operating equipment; factoring and accountancy services; leasing services and loans; and mobile and online banking services. In addition, the company provides real estate and asset management services; and credit and debit cards, as well as stock trading services. SpareBank 1 SMN was founded in 1823 and is headquartered in Trondheim, Norway.",Trondheim,47 91 50 73 00,Norway,[],http://www.sparebank1.no/nb/smn,1,no. 4 SÃ¸ndre gate,Banks—Regional,,90,90,80.48116,0.055555556,0.5971,,90.5,,141154,,90,79.37647,5,90,,141154,,,,5,1585267200,0.865853,,,88.5,2,NOK,239197,,,,11672256512,,,211758,2.2922735,88.5,90.4,,130100,239197,106,9.296794,,4.72,58.2,89.7,False,0.0556,113200,90.5,OSL,SPAREBANK 1 SMN,SpareBank 1 SMN,Europe/Oslo,CEST,False,7200000,EQUITY,MING.OL,finmb_881999,no_market,,5.41,,0.34328,,-0.08629441,,9.67,,129836000,,,145.743,,,,1577750400,0.40594003,1084000000,8.375,,,0.61683923,0.05777,1640908800,1585612800,,,124074110,27547523072,,1238112000,6:5,,,-0.733,,,,,,,,https://logo.clearbit.com/sparebank1.no,1553,10.734328,,,,,7be6b8a4-5b90-3fbc-9371-245907c7b391,
SBTE,3921,Financial Services,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1,Storgata 117,Banks—Regional,,126,128,125.539856,0.061904762,0.4284,,128,,1686,,126,127.05882,7.8,128,,1686,,,,5.8,1585267200,,,,128,2,NOK,877,,,,1361804800,,,1362,1.9091026,128,128,,0,877,143,,,,109,127,False,0.046,0,128,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.234,,0.42354,,0.05439329,,,,10898600,,,320.224,,,,1577750400,0.09318,147496000,13.53,,,0.3997202,0.64611,1640908800,1585612800,,,10174852,8013227520,,,,,,-0.346,,,,,,,,https://logo.clearbit.com/sparebank1.no,,9.460459,47 355 69 601,,,,2c4ec891-6da1-3876-8384-b8cff884b924,
SOR,4662,Financial Services,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1,RÃ¥dhusgata 9,Banks—Regional,,100.5,100,98.3,0.05970149,0,,101.5,,5435,,100.5,98.73529,6,100,,5435,,,,,1585267200,0.222415,,,100,2,NOK,7738,,,,1589885824,,,2898,0.681477,100,101.5,,63500,7738,123,9.685115,,,80,101,False,,98600,101.5,OSL,SPAREBANKEN SOR,Sparebanken Sør,Europe/Oslo,CEST,False,7200000,EQUITY,SOR.OL,finmb_5719538,no_market,,26.16,,0.45221,,0.06349206,,10.48,,15663900,,,843.593,,,,1577750400,0.10958,175000000,10.808,,,0.12031868,0.64037,1640908800,1585612800,,,6022160,61030227968,,,,,,-0.299,,,,,,,,https://logo.clearbit.com/sor.no,434,9.391192,47 85 03 86 65,,,,f0a4015a-e222-3f67-9088-d83be6bd369a,
NONG,9008,Financial Services,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1,SjÃ¸gata 8,Banks—Regional,,68,68.7,63.922825,0.05882353,0.2589,,68.8,,111762,,68,63.429413,4,68.7,,111762,,,,4,1585267200,0.702671,,,67.7,2,NOK,107739,,,,6827063808,,,157938,1.8807337,67.7,68,,86400,107739,81,9.912537,,5.62,46.35,67.9,False,0.0588,141000,68.8,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000,EQUITY,NONG.OL,finmb_4509224,no_market,,8.646,,0.43444002,,0.019490242,,6.86,,100398000,,,136.365,,,,1577750400,0.25226,720000000,7.133,,,0.49866167,0.09822,1640908800,1585612800,,,95209320,31385200640,,1301529600,4:3,,,-0.558,,,,,,,,https://logo.clearbit.com/sparebank1.no,906,9.533155,,,,,0eaa2134-341b-36b7-a162-fec9e91edee8,
SBVG,3125,Financial Services,"SpareBank 1 BV provides various banking products and services in Norway. The company offers share and housing savings accounts; mortgages and loans; car, auto, and housing insurance products; and mobile and electronic banking, payment, billing, and financing services. It also provides pension plans. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",TÃ¸nsberg,,Norway,[],http://www.sparebank1.no/nb/bv,1,Anton Jenssens gate 2,Banks—Regional,,36.6,36.5,36.29565,0.080601096,0.6158,,37.4,,20544,,36.6,35.83235,2.95,36.5,,20544,,,,2.42,1585699200,0.367595,,,36.5,2,NOK,19600,,,,2347372032,,,13264,2.0015006,36.5,37.2,,100000,19600,44.5,9.029127,,6.51,28,37.1,False,0.0661,380000,37.4,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000,EQUITY,SBVG.OL,finmb_11323750,no_market,,7.887,,0.38969,,,,4.12,,63101400,,,81.31,,,,1577750400,0.06849,255248992,4.045,,,0.45750833,0.51590997,1640908800,1585612800,,,56475711,9249387520,,1320624000,6:5,,,-0.477,,,,,,,,https://logo.clearbit.com/sparebank1.no,342,9.196539,,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,
SRBANK,4068,Financial Services,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,Banks—Regional,Postboks 250,79.35,79.2,73.497246,0.06931317,0.5233,,79.75,,337840,,79.35,72.97794,5.5,79.2,,337840,,,,,1587686400,0.918118,,,78.25,2,NOK,127773,,,,20349341696,,,330784,4.6747856,78.25,79.55,,,127773,105.3,,,,48.38,79.5,False,,,79.75,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SRBANK.OL,finmb_883781,no_market,,34.167,,0.35722,,,,,,255644992,,,98.551,,,,1577750400,0.37039003,1480000000,6.156,,,0.8077036,0.32251,1640908800,1593475200,,,167015638,148728594432,,,,,,-0.716,,,,,,,,https://logo.clearbit.com/sparebank1.no,1255,12.930473,,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b,
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVEG,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,Banks—Regional,,68.7,68.6,61.013042,0.035225622,0.34080002,,69.4,,34645,,68.7,63.07647,2.42,68.6,,34645,,,,2.42,1585094400,0.564459,,,66.6,2,NOK,83426,,,,7403355136,,,50915,1.8828472,66.6,69.1,,100000,83426,73.8,10.917721,,5.88,42.1,69,False,0.0352,300000,69.4,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,29.111,,0.50203,,0.3160919,,6.32,,107295000,,,148.969,,,,1577750400,0.31427,539000000,6.704,,,0.46318364,0.26554,1640908800,1585612800,,,82679268,114465087488,,,,,,-0.221,,,,,,,,https://logo.clearbit.com/spv.no,722,10.292363,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
