ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
LSTSB-ME,Lillestrøm Sparebank,Equity certificates,126.0,123.0,127.0,0,LP,126.0,,,0.0328,0.1057,0.2173,2000,Financial Services,"LillestrÃ¸m Sparebank provides various banking products and services for private and business customers. It offers accounts; savings and pensions products; and insurance products, such as children, auto, death fall, health, buildings, holiday home, property, income, critical health, disability, UNG, liability, operational agriculture, landlord, cyber, customer's, craft, collective accident, commercial, taxi, trailer, personal, travel, poultry, home, and occupational injuries insurance products. The company also provides construction, corporate, and car loans, as well as mortgages, loans to other vehicles, and small loans and refinancing products. In addition, it offers bank cards, credit, VPPS, mobile and online banking, and other services. LillestrÃ¸m Sparebank was founded in 1887 and is based in LillestrÃ¸m, Norway.",LillestrÃ¸m,47 63 80 42 00,Norway,[],http://www.lillestrombanken.no,1.0,Torvet 5,Banks—Regional,,126.0,128.0,123.52898400000001,0.06666666,0.5877,,128.0,,130.0,,126.0,122.58823400000001,8.4,128.0,,130.0,,,,6.4,1584662400.0,0.562384,,,126.0,2.0,NOK,38.0,,,,126000000.0,,,100.0,0.6698778000000001,126.0,127.0,,,38.0,145.0,,,,105.0,123.0,False,0.051999997,,128.0,OSL,LILLESTROM SPAREBA,Lillestrøm Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,LSTSB-ME.OL,finmb_36849988,no_market,,13.43,,0.4942,,0.14545453,,,,1000000.0,,,1055.512,,,,1577750400.0,0.04389,92957000.0,92.95700000000001,,,0.11937335,0.0,1640908800.0,1585612800.0,,,524910.0,2526130944.0,,,,,,-0.11,,,,,,,,https://logo.clearbit.com/lillestrombanken.no,,1.3554654,,,,,ebb8e595-2ce2-31a4-b6e4-d6b56d00c450,
MGN,Magnora,Energy,12.0,11.95,12.0,75,,630.13,0.0256,0.1429,0.14029999999999998,0.7693000000000001,0.9054,0277,Energy,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1.0,Karenlyst Alle 2,Oil & Gas Equipment & Services,,11.7,11.7,8.587971000000001,,4.5376997,,12.0,,152082.0,,11.7,9.972353,,11.7,,152082.0,,,,0.33,1595203200.0,0.6788609999999999,,,11.65,2.0,NOK,134070.0,,,,630126016.0,,,261379.0,16.89346,11.65,12.0,,0.0,134070.0,12.4,,,,5.5,11.95,False,0.028099999,0.0,12.0,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MGN.OL,finmb_13575280,no_market,,14.829,,0.3941,,0.79999995,,,,52510500.0,,,1.821,,,,1577750400.0,0.31301999999999996,14700000.0,0.275,,,6.589786,0.44072,1640908800.0,1585612800.0,,,20231732.0,553109888.0,,1322697600.0,1:100,,,-0.696,,,,,,,,https://logo.clearbit.com/magnoraasa.com,2.0,43.636364,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,
MSEIS,Magseis Fairfield,Energy,1.54,1.53,1.54,59,,410.83,0.0,-0.0327,-0.0339,-0.7318000000000001,-0.826,1366,Energy,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1.0,Strandveien 50,Oil & Gas Equipment & Services,,1.54,1.54,1.8948985,,0.0,,1.55,,732082.0,,1.54,1.599353,,1.54,,732082.0,,,,,,1.9988380000000001,,,1.52,4.0,NOK,323850.0,,,,410821184.0,,,1769427.0,1.0442704,1.52,1.536,,200000.0,323850.0,13.5,3.6666667,,,0.75,1.53,False,,13800.0,1.55,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.016,,-0.38740003,14.582,-0.8456914000000001,,0.42,,266767008.0,,,0.746,,,,1577750400.0,0.24370999999999998,-152404992.0,-0.809,,,2.0643432,0.2464,1640908800.0,1585612800.0,,,205525399.0,399774720.0,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,389.0,,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,
MEDI,Medistim,Health care,219.0,219.0,220.0,32,,3985.98,-0.013500000000000002,-0.0179,0.0186,0.1406,0.4503,0579,Healthcare,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1.0,Ãkernveien 94,Medical Devices,,222.0,220.0,192.49275,0.012387387,0.5435,,220.0,,5213.0,,222.0,220.35294,2.75,220.0,,5213.0,,,,,1556150400.0,0.12485399999999999,,,216.0,2.0,NOK,1000.0,,,,3983347200.0,,,11145.0,10.728572,216.0,220.0,,34000.0,1000.0,240.0,82.954544,,,124.0,219.0,False,,3000.0,220.0,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MEDI.OL,finmb_7885356,no_market,,10.72,,0.20319,36.843,0.47019863,,2.64,,18188800.0,,,14.897,,,,1577750400.0,0.58257,75442000.0,4.14,,,14.700946,0.2159,1640908800.0,1585612800.0,,,12646305.0,3980095488.0,,,,,,0.322,,,,,,,,https://logo.clearbit.com/medistim.com,112.0,52.898552,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,
MELG,Melhus Sparebank,Equity certificates,139.0,139.0,140.0,2,LP,385.78,0.0146,0.0072,0.0296,0.0588,0.2138,7224,Financial Services,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1.0,Melhusvegen 439,Banks—Regional,,137.0,139.0,132.02899,0.07299270000000001,0.77760005,,139.0,,253.0,,137.0,135.20588999999998,10.0,139.0,,253.0,,,,10.0,1583452800.0,0.151567,,,139.0,2.0,NOK,90.0,,,,385894592.0,,,562.0,1.7743179,139.0,140.0,,,90.0,150.0,,,7.18,120.0,139.0,False,0.073,,139.0,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,MELG.OL,finmb_8952942,no_market,,8.454,,0.42876998,,0.10483873,,11.7,,2776220.0,,,373.44800000000004,,,,1577750400.0,0.05159,37995000.0,12.767000000000001,,,0.3722071,0.40271,1640908800.0,1585612800.0,,,1704519.0,1838738816.0,,,,,,-0.24600000000000002,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,10.8874445,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,
MRCEL-ME,Mercell Holding,Information technology,7.99,7.9,7.99,25,,2315.44,0.0114,0.031,-0.0315,,,0277,Technology,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1.0,Askekroken 11,Software—Application,,7.9,7.8,8.017218,,0.0,,8.0,,155479.0,,7.9,8.017218,,7.8,,155479.0,,,,,,,,,7.79,2.0,NOK,43581.0,,,,2315438080.0,,,751960.0,13.960345000000002,7.79,7.99,,,43581.0,8.8,,,,7.4,7.9,False,,,8.0,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,10.620999999999999,,-0.3549,258.35200000000003,,,,,289792000.0,,,0.466,,,,1577750400.0,,-58862548.0,-0.264,,,17.145922,,1640908800.0,,,,93786083.0,1761555072.0,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,187.0,,,,,,345d8233-c554-328e-9966-89a297fb5c37,
MOWI,Mowi,Consumer staples,184.3,184.25,184.35,2456,,95303.57,-0.0005,0.079,0.1023,-0.183,-0.1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPCC,MPC Container Ships,Industrials,2.32,2.32,2.33,73,LP,829.41,0.0087,0.0311,0.1485,-0.8590000000000001,-0.8719,0250,Industrials,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1.0,Munkedamsveien 45,Marine Shipping,,2.3,2.3,9.674710000000001,,0.0,,2.32,,852443.0,,2.3,3.5861763999999994,,2.3,,852443.0,,,,,,0.805787,,,2.24,4.0,NOK,164426.0,,,,829411584.0,,,527004.0,4.504685,2.24,2.32,,0.0,164426.0,24.5,6.8235292,,,1.765,2.3,False,,0.0,2.32,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.512,,-0.23218000000000003,18.56,-0.89099526,,0.34,,357504992.0,,,4.427,,,,1577750400.0,0.54237,-42749000.0,-0.503,,,0.5240569,0.20035999999999998,1640908800.0,1585612800.0,,,77648659.0,462442368.0,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,20.0,,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
MULTI,Multiconsult,Industrials,66.0,66.0,67.5,5,,1773.44,0.0,-0.0365,-0.0075,-0.0833,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPA,Napatech,Information technology,8.49,8.41,8.5,376,,705.16,0.1069,0.1026,0.4269,0.818,5.1522000000000014,2860,Technology,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1.0,Tobaksvejen 23 A,Communication Equipment,Soeborg,7.67,8.01,4.5336595,,0.0,,8.9,,165907.0,,7.67,6.2514706,,8.01,,165907.0,,,,,,0.425087,,,8.01,2.0,NOK,2296992.0,,,,705157312.0,,,181064.0,,8.01,8.49,,99400.0,2296992.0,8.9,,,,1.1,8.49,False,,30200.0,8.9,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,-0.03329,,4.8326993,,,,83057400.0,,,0.397,,,,1577750400.0,0.50098,,-0.862,,,21.38539,0.27607,1640908800.0,1585612800.0,,,39394965.0,637050432.0,,1461542400.0,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,81.0,,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
NATTO,NattoPharma,Consumer staples,18.1,18.1,18.4,11,LP,353.54,0.0,0.0462,-0.104,1.4133000000000002,0.7920999999999999,0283,Healthcare,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1.0,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,18.1,18.4,11.936232,,0.0,,18.4,,42954.0,,18.1,17.861765,,18.4,,42954.0,,,,,,1.003484,,,18.0,2.0,NOK,1973.0,,,,353543680.0,,,86794.0,2.03186,18.0,18.4,,180100.0,1973.0,22.0,-258.57144,,,5.35,18.1,False,,39300.0,18.4,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.066,,0.11957999999999999,18.765,,,-0.07,,19532800.0,,,6.652,,,,1577750400.0,0.00302,20807000.0,1.092,,,2.7209863999999997,0.64835,1640908800.0,1593475200.0,,,5864720.0,359402496.0,,1320278400.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,18.0,16.575092,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,
NAVA,Navamedic,Health care,20.7,20.7,21.0,9,,313.95,-0.0143,-0.0372,0.067,0.1201,0.4509,0255,Healthcare,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1.0,Henrik Ibsens gate 90,Drug Manufacturers—General,,21.0,21.2,19.384532999999998,,0.0,,21.2,,47137.0,,21.0,19.954411999999998,,21.2,,47137.0,,,,,1271116800.0,0.347851,,,20.7,2.0,NOK,1975.0,,,,313954848.0,,,19422.0,1.5779406999999999,20.7,21.1,,491200.0,1975.0,25.5,,,,12.3415,20.7,False,,96200.0,21.2,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.1440000000000001,,0.109,-36.225,0.40775204,,,,15166900.0,,,6.676,,,,1577750400.0,0.13567,-26384224.0,2.386,,,3.1006591,0.6138399999999999,1640908800.0,1585612800.0,,,3819255.0,227521136.0,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,24.0,8.675609,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NKR,Nekkar,Industrials,3.95,3.95,3.97,48,,417.17,0.0051,0.0676,0.059,0.9268,0.3834,5058,Industrials,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1.0,Solheimsgaten 16,Specialty Industrial Machinery,entrance B,3.93,4.0,2.8315217,1.0178117,8.6957,,4.0,,121053.0,,3.93,3.6967647000000006,4.0,4.0,,121053.0,,,,4.0,1568937600.0,0.475609,,,3.9,4.0,NOK,208133.0,,,,417171360.0,,,250871.0,1.5647017,3.9,3.97,,,208133.0,7.0,,,,1.505,3.95,False,1.0178,,4.0,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NKR.OL,finmb_884363,no_market,,0.638,,0.73452,4.827,-0.4081325,,,,105613000.0,,,2.059,,,,1577750400.0,0.13253,47717000.0,2.072,,,1.918407,0.62224,1640908800.0,1577750400.0,,,42370002.0,170162848.0,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,50.0,1.9063706000000002,,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NEL,NEL,Industrials,18.01,18.01,18.01,2663,,25232.03,-0.0022,-0.008,-0.1846,1.0842,1.6185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT,NEXT Biometrics Group,Information technology,2.08,2.08,2.1,222,,157.96,-0.0545,-0.1405,0.1304,-0.3893,-0.4702,0164,Technology,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1.0,Universitetsgata 10,Scientific & Technical Instruments,,2.2,2.185,2.5354347,,0.0,,2.185,,371746.0,,2.2,2.1788824,,2.185,,371746.0,,,,,,2.897793,,,2.05,4.0,NOK,1127457.0,,,,157584832.0,,,729049.0,2.035401,2.05,2.095,,110000.0,1127457.0,6.35,-0.34016395,,,1.07,2.075,False,,12400.0,2.185,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.56,,-2.0371099999999998,-0.293,-0.4437420999999999,,-6.1,,75944496.0,,,2.4019999999999997,,,,1577750400.0,0.03532,-157716992.0,-3.529,,,0.86386347,0.38145,1640908800.0,1585612800.0,,,32628954.0,43351264.0,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,65.0,,,,,,1140d622-f964-3ad8-bc48-278a028581e8,
NISB-ME,Nidaros Sparebank,Equity certificates,105.0,100.0,106.0,0,LP,117.5,,,-0.0708,-0.02,0.06570000000000001,7540,Financial Services,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",KlÃ¦bu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1.0,Nordalsvegen 2,Banks—Regional,,105.0,106.0,117.63043,0.052476194000000004,0.2824,,106.0,,222.0,,105.0,110.67647,5.51,106.0,,222.0,,,,5.51,1583452800.0,,,,105.0,2.0,NOK,391.0,,,,118416896.0,,,134.0,1.3983219999999998,105.0,106.0,,,391.0,130.0,,,,103.0,100.0,False,0.051999997,,106.0,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,10.956,,0.25988,,,,,,1127780.0,,,421.29,,,,1577750400.0,,22008000.0,19.500999999999998,,,0.24923448,,1640908800.0,1585612800.0,,,,927825984.0,,,,,,,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,5.3843393,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,
NORBIT,NORBIT,Information technology,17.2,17.0,17.2,134,LP,976.73,0.0852,0.099,0.2286,-0.123,-0.2239,7041,Technology,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1.0,Stiklestadveien 1,Scientific & Technical Instruments,,15.85,17.4,15.752217000000002,0.018927446,0.0,,17.4,,24983.0,,15.85,14.851470999999998,0.3,17.4,,24983.0,,,,0.6,1588636800.0,,,,16.6,2.0,NOK,153625.0,,,,976734720.0,,,40640.0,1.4753163999999999,16.6,17.2,,,153625.0,24.0,,,,12.6,17.0,False,0.0399,,17.4,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.38,,0.07274,8.522,-0.33150566,,,,56786900.0,,,7.886,,,,1577750400.0,0.14749,48155000.0,0.848,,,2.1810803,0.54075,1640908800.0,1585612800.0,,,25260525.0,913752256.0,,,,,,-0.857,,,,,,,,https://logo.clearbit.com/norbit.com,260.0,20.28302,,,,,4640b786-3211-395e-b406-24cdb3c10b51,
NOM,Nordic Mining,Materials,2.33,2.34,2.38,66,,460.16,0.0,0.013,-0.0605,0.1092,0.17059999999999995,0250,Basic Materials,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1.0,Vika Atrium,Other Industrial Metals & Mining,Entrance A 5th Floor Munkedamsveien 45,2.33,2.35,2.0387318,,0.0,,2.4,,321187.0,,2.33,2.3385293,,2.35,,321187.0,,,,,,1.344367,,,2.33,4.0,NOK,282186.0,,,,470030976.0,,,1039371.0,,2.33,2.38,,,282186.0,3.8,,,,1.25,2.35,False,,,2.4,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0.0,-5.246,0.115921736,,-0.18,,197492000.0,,,0.9179999999999999,,,,1577750400.0,0.06196,-97241000.0,-0.616,,,2.5925927000000004,0.19563,1640908800.0,1585612800.0,,,161222408.0,391439840.0,,1481155200.0,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,7.0,,47 22 94 77 91,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,
