ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,Oil & Gas Equipment & Services,421.2,421.6,346.95468,0.027896486,0,,423.6,,118510,,421.2,381.19412,11.75,421.6,,118510,,,,11.75,1595289600,1.71777,,,412.8,2,NOK,37729,,,,30808356864,,,197551,0.6540081,412.8,415.6,,111700,37729,566,15.801905,,,182.2,414.8,False,0.0279,108400,423.6,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.914,,-0.08871,35.282,0.03148055,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.1678102,1.6497501,0.70268,1640908800,1593475200,,,67696448,90180476928,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 00 00,,,47 24 13 01 01,,,,
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,43.2,42.9,36.559284,0.038425926,0.64839995,,42.9,,44429,,43.2,40.35588,1.66,42.9,,44429,,,,1.66,1591833600,0.458083,,,42.5,2,NOK,7404,,,,2904163584,,,29835,1.0291518,42.5,42.9,,0,7404,43,12.784431,,,27.1,42.6,False,0.039,0,42.9,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.687,,0.0645,12.406,0.15675676,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.1678102,1.5457573,0.15168999,1640908800,1585612800,,,25830157,4760342528,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,47 67 06 50 00,Postbox 64,16.82427,,,,,
AFK,4841,Utilities,,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,Utilities—Renewable,2900,2980,2630.7913,0.019310344,,,2980,,52,,2900,2827.0588,56,2980,,52,,,,56,1588896000,0.299651,,,2900,2,NOK,34,,,,6359961088,,,88,1.370372,2900,2940,,2000,34,3180,,,,2100,2880,False,0.019,1500,2980,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.261,,-0.00090000004,16.7,0.15294123,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.1678102,2.1950822,0.86077005,1640908800,1585612800,,,298391,5852349952,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,47 37 23 44 00,,,,,,,
ATLA NOK,110,Energy,1,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,Oil & Gas E&P,6,6,6.910144,,0,,6.52,,1352,,6,6.6458826,,6,,1352,,,,,,1.404761,,,6,2,NOK,61,,,,24438524,,,1373,,6,6.52,,0,61,9.9,,,,5.05,5.54,False,,0,6.52,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.27272725,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.1678102,,0,1640908800,1585612800,,,3510194,22187160,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,44 298 59 16 01,PO Box 1228,,,,,,
ASETEK,9220,Technology,97,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,Denmark,[],http://www.asetek.com,1,Assensvej 2,Computer Hardware,77.5,76.9,45.84223,0.0014967741,0,,77,,96795,,77.5,61.52941,0.116,76.9,,96795,,,,,1493164800,,,,74.2,2,NOK,88157,,,,1963826688,,,62777,39.815636,74.2,76.6,,262100,88157,77,255.66664,,,17.84,75.9,False,,89800,77,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,40.898,,-0.01904,1472.405,2.6048782,,0.3,,25604000,,,1.468,,,,1577750400,0.63678,-939000,-0.032,,0.1678102,52.24795,0.00846,1640908800,1593475200,,,22480977,2017195008,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,45 96 45 00 47,Aalborg East,,45 96 45 00 48,,,,
ALNG,0250,Industrials,8,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.awilcolng.no,1,Beddingen 8,Integrated Freight & Logistics,1.175,1.155,1.3941007,,0,,1.16,,65621,,1.175,1.2185295,,1.155,,65621,,,,,,1.07317,,,1.15,4,NOK,29104,,,,153756832,,,252964,3.6819165,1.15,1.165,,500000,29104,4.17,10.545454,,,0.872,1.13,False,,52300,1.16,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.359,,-0.053039998,20.152,-0.6316615,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,0.1678102,1.3975904,0.63137,1640908800,1585612800,,,26517675,390833632,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,47 22 01 42 00,Aker Brygge,,47 22 01 43 70,,,,
AWDR,AB32 6FL,Energy,144,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,Oil & Gas Drilling,3.15,3.15,5.9870505,0,0,,3.24,,49719,,3.15,3.3644118,0,3.15,,49719,,,,,1526947200,,,,3.01,4,NOK,53065,,,,165927760,,,115565,6.6206913,3.01,3.14,,43900,53065,22.6,-13.818182,,,2.95,3.04,False,,40300,3.24,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,6.605,,-1.67097,-22.94,-0.83500004,,-0.22,,54581500,,,4.097,,,,1577750400,0.37112,-41878000,-0.79,,0.1678102,0.7420063,0.4371,1640908800,1593475200,,,14769962,165537120,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,44 12 2473 7900,Venture Drive Arnhall Business Park,,44 12 2473 7905,,,,
ATEA,0605,Technology,7222,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.atea.com,1,Karvesvingen 5,Information Technology Services,107,108.6,99.066185,0.060747664,0.7065,,108.6,,26882,,107,103.09118,6.5,108.6,,26882,,,,6.5,1571875200,0.605691,,,105.4,2,NOK,7011,,,,11613148160,,,81225,0.30827,105.4,106,,20000,7011,137,15.238095,,5.64,66.2,105.6,False,0.060700003,264300,108.6,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ATEA.OL,finmb_700601,no_market,,0.339,,0.01354,12.361,-0.056838393,,6.93,,109973000,,,33.081,,,,1577750400,0.58987,510000000,4.601,,0.1678102,3.1921644,0.25162,1640908800,1593475200,,,81691394,12781132800,,1149206400,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,47 22 09 50 00,Box 6472 Etterstad,22.951532,,,,,
AYFIE-ME,0279,Technology,,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.ayfie.com,1,Karenslyst AllÃ© 49,Software—Application,2.74,2.88,2.6320386,,0,,2.9,,167358,,2.74,2.6320386,,2.88,,167358,,,,,,,,,2.78,4,NOK,160667,,,,295261024,,,948742,,2.78,2.75,,,160667,3.6005,,,,2.15,2.63,False,,,2.9,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,0.007692337,,,,106209000,,,,,,,,,,,,0.1678102,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,47 48 31 08 00,,,,,,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,20.72,20.74,25.032734,0.014478765,0.1991,,21.12,,848530,,20.72,19.219412,0.3,20.74,,848530,,,,2.86,1583884800,1.839721,,,20.54,2,NOK,388509,,,,1322412032,,,811307,4.5473247,20.54,20.82,,66000,388509,58.4,64.875,,,16.24,20.72,False,0.138,90400,21.12,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.901,,0.29652,11.248,-0.11478257,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.1678102,3.359767,0.36513,1640908800,1585612800,,,44520567,1716075008,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,472 200 4800,14 Par-la-Ville Road PO Box HM 1593,15.309735,,,,,
ASA,6392,Consumer Defensive,87,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,Farm Products,110,110,115.366905,,0,,112.5,,61018,,110,121.94118,,110,,61018,,,,,,1.253558,,,110,2,NOK,26673,,,,7984043008,,,76624,1441.163,110,112.5,,,26673,146,,,,68.2,112,False,,,112.5,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1418.592,,-2.37401,-701.634,0.111111164,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.1678102,38.251366,0,1640908800,1577750400,,,35767773,7859000832,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,78 64 31 14 04,,,,,,,
BALT-ME,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,Norway,[],http://www.balticsea.no,1,Rosenkrantzâ 20,Real Estate Services,30.8,30.8,29.46187,,0,,30.8,,279,,30.8,29.852942,,30.8,,279,,,,,1548374400,0.824786,,,30.8,2,NOK,0,,,,205368544,,,237,3.7617133,30.8,0,,,0,35,,,,18.5,30.8,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072,,-0.74741995,12.872,-0.120000005,,,,6667810,,,27.26,,,,1577750400,,-40804756,-6.12,,0.1678102,1.1298605,,1640908800,1577750400,,,3993289,495289856,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,47 93 09 43 19,,,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,0.774,0.772,0.7881295,,0,,0.772,,737985,,0.774,0.85532355,,0.772,,737985,,,,,1545264000,,,,0.732,4,NOK,110275,,,,44703960,,,1702828,0.56488603,0.732,0.772,,,110275,13.8984,,,,0.4,0.76,False,,,0.772,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.467,,-0.35246,2.103,-0.9366481,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.1678102,20,0.08083,1640908800,1585612800,,,24148969,36933404,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,47 48 09 55 55,,,,,,,
BEL,0216,Industrials,460,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.belships.com,1,Lilleakerveien 4,Marine Shipping,6.55,6.5,6.240288,0.0009160305,0.72730005,,6.5,,3500,,6.55,6.663235,0.006,6.5,,3500,,,,0.05,1569456000,0.719512,,,6.5,2,NOK,1500,,,,1479575552,,,18440,11.058444,6.5,6.55,,1650000,1500,7.85,81.25,,,5,6.5,False,0.0077,1700000,6.5,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BEL.OL,finmb_878059,no_market,,12.178,,0.01232,73.347,-0.0714286,,0.08,,227627008,,,0.717,,,,1577750400,0.0864,1649000,0.008,,0.1678102,9.065551,0.81391,1640908800,1585612800,,,46748800,1629406464,,,,,,-1,,,,,,,,https://logo.clearbit.com/belships.com,47 22 52 76 00,Box 23 Lilleaker,812.49994,47 23 50 08 82,,,,
