ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AKBM-ME,Aker BioMarine,Consumer staples,95.6,96.91,97.2,0,,8373.23,,,0.001,,,1327,Healthcare,,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1.0,OksenOeyveien 10,Drug Manufacturers—Specialty & Generic,95.0,95.0,96.38433,,,,96.0,,149984.0,,95.0,96.38433,,95.0,,149984.0,,,,,,,,,94.5,2.0,NOK,96852.0,,,,,,,156633.0,,94.5,95.96,,,96852.0,114.0,,,,87.0,95.6,False,,,96.0,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,42.498999999999995,,-0.00658,199.834,-0.092645645,,,,,,,2.589,,,,1546214400.0,,-1022000.0,-0.015,,0.16599834,36.925453000000005,,1609372800.0,1514678400.0,,,14611039.0,6601518592.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,PO Box 496,,,,,,,
AKERBP,Aker BP,Energy,180.0,180.0,180.0,0,,64730.43,,,-0.0123,-0.34729999999999994,-0.1462,1366,Energy,1703.0,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1.0,Building B,Oil & Gas E&P,181.4,182.1,178.14891,0.010077178000000001,,,182.6,,568557.0,,181.4,181.84117,1.828,182.1,,568557.0,,,,7.41,1596153600.0,1.6643430000000001,,,179.35,2.0,NOK,497987.0,,,,64730521600.0,,,1321371.0,21.127901,179.35,180.3,,,497987.0,297.9,,,,89.42,180.2,False,0.040700004,,182.6,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.553,,-0.031630002000000004,31.535999999999998,-0.23877472,,,,359614016.0,,,5.317,,,,1577750400.0,0.16023001,-96917000.0,-0.26899999999999996,,0.16599834,33.853676,0.70299006,1640908800.0,1593475200.0,,,106384610.0,69097447424.0,,1261526400.0,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,Fornebuporten OksenOeyveien 10 Lysaker,,,,,,,
AKSO,Aker Solutions,Energy,11.79,11.79,11.79,0,,3206.21,,,0.0357,-0.426,-0.4292,1366,Energy,13000.0,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1.0,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,12.96,12.88,9.882761,0.11188272,0.0,,13.16,,8041714.0,,12.96,13.403143,1.45,12.88,,8041714.0,,,,,1428624000.0,2.095818,,,11.79,2.0,NOK,8386944.0,,,,3206208000.0,,,5920146.0,0.12166387,11.79,11.82,,58500.0,8386944.0,30.2,5.060086,,,4.362,11.81,False,,156700.0,13.16,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.419,,-0.03779,17.434,-0.51964414,,2.33,,271943008.0,,,24.02,,,,1577750400.0,0.26966998,-996000000.0,-3.667,,0.16599834,0.49084094,0.46942002,1640908800.0,1593475200.0,,,130227946.0,11053205504.0,,1175212800.0,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,,,47 67 82 69 50,,,,,
AKVA,AKVA Group,Industrials,63.8,63.6,64.4,0,LP,2112.19,,,-0.0031,-0.1258,-0.1402,4353,Industrials,1431.0,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1.0,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,64.0,65.0,60.278830000000006,0.015625,,,65.0,,3422.0,,64.0,62.46470600000001,1.0,65.0,,3422.0,,,,2.0,1582502400.0,0.6550520000000001,,,63.0,2.0,NOK,2483.0,,,,2115378304.0,,,5468.0,0.69569045,63.0,63.6,,49600.0,2483.0,79.8,11.13438,,,41.3,62.6,False,0.0318,34200.0,65.0,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKVA.OL,finmb_162314,no_market,,1.052,,0.0013400001,28.195,-0.19191915,,5.73,,33156400.0,,,31.016,,,,1577750400.0,0.13203,4087000.0,0.12300000000000001,,0.16599834,2.0570028000000002,0.7511,1640908800.0,1593475200.0,,,8065299.0,3199132672.0,,,,,,-0.095,,,,,,,,https://logo.clearbit.com/akvagroup.com,,518.69916,,,,,,
AMSC,American Shipping Company,Industrials,29.65,30.0,30.4,0,,1797.28,,,0.0821,-0.045,-0.0255,1366,Industrials,3.0,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1.0,Building B,Marine Shipping,29.4,29.5,25.700948999999998,0.010884353999999999,1.9914999,,29.75,,47140.0,,29.4,27.451471,0.32,29.5,,47140.0,,,,3.21,1590451200.0,0.957026,,,28.65,2.0,NOK,57001.0,,,,1797279232.0,,,75096.0,20.399519,28.65,29.6,,114600.0,57001.0,37.5,80.13513,,11.42,15.06,29.55,False,0.1082,172600.0,29.75,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AMSC.OL,finmb_22594564,no_market,,26.305,,0.10217000000000001,27.272,-0.14782608,,0.37,,60616500.0,,,2.6689999999999996,,,,1577750400.0,0.19708,9002000.0,0.149,,0.16599834,11.10903,0.28123000000000004,1640908800.0,1585612800.0,,,44026980.0,2317579264.0,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,OksenOeyveien 10,198.99329,,,,,,
ANDF-ME,Andfjord Salmon,Consumer staples,54.69,54.85,54.85,0,,1843.09,,,-0.0619,,,8400,Consumer Defensive,,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1.0,Havnegata 19,Farm Products,55.25,55.5,54.928974,,0.0,,55.6,,14524.0,,55.25,54.865294999999996,,55.5,,14524.0,,,,,,,,,53.53,2.0,NOK,10797.0,,,,,,,45867.0,,53.53,54.69,,,10797.0,65.0,,,,46.5,53.7,False,,,55.6,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,992.2869999999999,,0.0,-203.96200000000002,-0.06514382,,,,,,,4.914,,,,1577750400.0,,-6394534.0,-0.214,,0.16599834,11.129425999999999,,1640908800.0,,,,,1633830912.0,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,8402 Sortland,,,,,,,
ABT,Aqua Bio Technology,Materials,5.4,5.4,5.4,0,LP,82.92,,,0.1157,1.3077,1.5,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1.0,Fornebuveien 37,Biotechnology,4.32,5.1,3.238321,0.23148148,0.0,,5.5,,39064.0,,4.32,4.75,1.0,5.1,,39064.0,,,,,1496880000.0,1.2967469999999999,,,4.86,2.0,NOK,286185.0,,,,82919160.0,,,156616.0,64.02084,4.86,5.4,,320000.0,286185.0,7.55,-10.0,,,1.25,5.3,False,,330000.0,5.5,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ABT.OL,finmb_39453852,no_market,,58.711999999999996,,0.0,-5.847,1.0377359,,-0.54,,15355400.0,,,0.47700000000000004,,,,1577750400.0,0.02359,-13215518.0,-1.03,,0.16599834,11.320755,0.80484,1640908800.0,1577750400.0,,,1905450.0,76043456.0,,1309132800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
AQUA,AqualisBraemar,Energy,5.45,5.2,5.5,0,,383.22,,,0.25,0.4748,0.4748,0161,Energy,431.0,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1.0,Olav Vs gate 6,Oil & Gas Equipment & Services,5.5,5.5,3.7518977999999996,0.0009090909,0.0,,5.5,,32868.0,,5.5,4.5214705,0.005,5.5,,32868.0,,,,0.2,1591833600.0,1.076655,,,5.15,2.0,NOK,33794.0,,,,383224352.0,,,43514.0,5.771712,5.15,5.4,,385400.0,33794.0,5.85,38.92857,,,2.15,5.2,False,0.037000000000000005,402100.0,5.5,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.697,,0.18611999,225.547,0.47849464,,0.14,,70316400.0,,,0.6859999999999999,,,,1577750400.0,0.07898,12358000.0,0.201,,0.16599834,7.944606299999999,0.58599,1640908800.0,1585612800.0,,,20787638.0,378241760.0,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,27.114426,,,,,,
ARCHER,Archer,Energy,2.69,2.7,2.7,0,,397.2,,,0.2317,-0.1557,-0.3451,HM 08,Energy,4703.0,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1.0,Par la Ville Place,Oil & Gas Drilling,2.62,2.66,2.2023942,,0.0,,2.74,,854219.0,,2.62,2.200294,,2.66,,854219.0,,,,,,2.885598,,,2.6,4.0,NOK,557357.0,,,,397447104.0,,,504250.0,0.50941694,2.6,2.7,,100400.0,557357.0,4.65,44.75,,,1.1,2.67,False,,503000.0,2.74,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.2229999999999999,,-0.06473,11.002,-0.35862917,,0.06,,148024992.0,,,0.682,,,,1577750400.0,0.12627,-50500000.0,-0.341,,0.16599834,3.9369502,0.41856998,1640908800.0,1593475200.0,,,105861885.0,953834560.0,,1443398400.0,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4th Floor 14 Par-la-Ville Road,,,,,,,
AZT,ArcticZymes Technologies,Health care,48.6,49.9,49.9,0,,2349.07,,,0.1854,9.2316,,9294,Healthcare,36.0,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1.0,Sykehusveien 23,Biotechnology,48.4,48.6,,,0.0,,49.4,,,,48.4,,,48.6,,,,,,,,1.34727,,,47.0,2.0,NOK,190162.0,,,,2349066240.0,,,,22.573717000000002,47.0,48.7,,,190162.0,49.4,,,,47.0,48.4,False,,,49.4,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,22.384,,0.12154999400000001,171.46200000000002,,,,,48334700.0,,,1.21,,,,1577750400.0,0.0896,12649000.0,0.26,,0.16599834,40.165287,0.3134,1640908800.0,1585612800.0,,,23883612.0,2329310208.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,PO Box 6463,186.92308,47 77 64 89 01,,,,,
ARCUS,Arcus,Consumer staples,41.0,41.0,43.7,0,,2779.83,,,0.0276,0.1707,0.1549,1483,Consumer Defensive,430.0,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1.0,Destilleriveien 11,Beverages—Wineries & Distilleries,43.1,43.5,36.71884,0.038515083,0.64839995,,43.7,,22331.0,,43.1,40.761765000000004,1.66,43.5,,22331.0,,,,1.66,1591833600.0,0.458083,,,40.4,2.0,NOK,183844.0,,,,2788541184.0,,,29011.0,0.9881786,40.4,41.2,,0.0,183844.0,43.7,12.27545,,,27.1,41.0,False,0.038399998,0.0,43.7,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.6969999999999998,,0.0645,12.477,0.155496,,3.34,,68013200.0,,,27.624000000000002,,,,1577750400.0,0.79032,182000000.0,2.5380000000000003,,0.16599834,1.4842166,0.15168999,1640908800.0,1585612800.0,,,25830157.0,4787372544.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,Postbox 64,16.154451,,,,,,
AFK,Arendals Fossekompani,Industrials,2940.0,2880.0,2940.0,0,,6436.89,,,0.0426,0.1425,0.1783,4841,Utilities,,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1.0,Langbryggen 9,Utilities—Renewable,2880.0,2960.0,2636.8613,0.019444445,,,2960.0,,51.0,,2880.0,2845.2942,56.0,2960.0,,51.0,,,,56.0,1588896000.0,0.299651,,,2880.0,2.0,NOK,53.0,,,,6447684608.0,,,81.0,1.3892738000000002,2880.0,2940.0,,2000.0,53.0,3180.0,,,,2100.0,2900.0,False,0.0194,1500.0,2960.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,1.28,,-0.00090000004,16.95,0.10344827,,,,2193090.0,,,1321.135,,,,1577750400.0,0.012560001000000001,-4194000.0,-1.9069999999999998,,0.16599834,2.2253592,0.86077005,1640908800.0,1585612800.0,,,298391.0,5940092928.0,,1524787200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,,
ASETEK,Asetek,Information technology,85.5,85.5,85.5,0,,2182.81,,,0.2723,1.7581,3.1707,9220,Technology,100.0,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1.0,Assensvej 2,Computer Hardware,76.9,77.0,47.099052,0.0015084525,0.0,,85.5,,169425.0,,76.9,63.520588000000004,0.11599999999999999,77.0,,169425.0,,,,,1493164800.0,0.747386,,,77.0,2.0,NOK,146287.0,,,,2163150080.0,,,67419.0,43.856823,77.0,85.3,,262100.0,146287.0,85.5,285.0,,,17.84,85.2,False,,89800.0,85.5,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASETEK.OL,finmb_25262375,no_market,,43.083,,-0.01904,1492.3770000000002,2.8069305,,0.3,,25300000.0,,,1.526,,,,1577750400.0,0.63678,-939000.0,-0.04,,0.16599834,56.028830000000006,0.008459999999999999,1640908800.0,1593475200.0,,,21417077.0,2124994944.0,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,Aalborg East,,45 96 45 00 48,,,,,
ATEA,Atea,Information technology,108.0,108.6,108.6,0,,11877.11,,,0.0,-0.1602,-0.014,0605,Technology,7222.0,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1.0,Karvesvingen 5,Information Technology Services,106.4,107.0,98.3854,0.061090223,0.7065,,109.2,,27643.0,,106.4,104.026474,6.5,107.0,,27643.0,,,,6.5,1571875200.0,0.605691,,,105.4,2.0,NOK,81558.0,,,,11877084160.0,,,77964.0,0.31527618,105.4,108.4,,20000.0,81558.0,137.0,15.584416000000001,,5.64,66.2,108.0,False,0.061100002,264300.0,109.2,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATEA.OL,finmb_700601,no_market,,0.33799999999999997,,0.01354,12.297,-0.06666666,,6.93,,109973000.0,,,33.080999999999996,,,,1577750400.0,0.58987,510000000.0,4.601,,0.16599834,3.2647138,0.25161999999999995,1640908800.0,1593475200.0,,,81691394.0,12715148288.0,,1149206400.0,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,Box 6472 Etterstad,23.47316,,,,,,
ATLA NOK,Atlantic Petroleum,Energy,6.54,5.52,6.54,0,,24.18,,,0.0381,-0.16690000000000002,,110,Energy,1.0,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1.0,Yviri vio Strond 4,Oil & Gas E&P,6.54,6.54,6.8651094,,0.0,,6.54,,1105.0,,6.54,6.602941,,6.54,,1105.0,,,,,,1.4047610000000001,,,5.54,2.0,NOK,107.0,,,,22292832.0,,,1279.0,,5.54,6.54,,0.0,107.0,9.9,,,,5.05,5.58,False,,0.0,6.54,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0.0,,-0.20727271,,,,3697860.0,,,-6.497999999999999,,,,1577750400.0,0.02009,,-2.673,,0.16599834,,0.0,1640908800.0,1585612800.0,,,3510194.0,24184004.0,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,PO Box 1228,,,,,,,
ASA,Atlantic Sapphire,Consumer staples,109.0,110.0,110.0,0,,7770.18,,,-0.128,-0.155,0.101,6392,Consumer Defensive,87.0,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1.0,Daugstadvegen 445,Farm Products,111.5,110.5,114.350365,,0.0,,110.5,,56993.0,,111.5,120.367645,,110.5,,56993.0,,,,,,1.253558,,,108.0,2.0,NOK,51252.0,,,,7770184704.0,,,76231.0,1402.5604,108.0,109.5,,,51252.0,146.0,,,,68.2,108.5,False,,,110.5,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASA.OL,finmb_367799271,no_market,,1437.891,,-2.3740099999999997,-711.179,0.14008176,,,,71286096.0,,,2.928,,,,1577750400.0,0.33597,-13152000.0,-0.193,,0.16599834,37.226776,0.0,1640908800.0,1577750400.0,,,35767773.0,7965915136.0,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,,,,,,,,
