ticker,industry,sector,companyOfficers,maxAge,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,zip,longBusinessSummary,city,phone,country,website,address1,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,address2
AASB-ME,Money Center Banks,Financial,[],1,114,114,120.131386,0.07017544,1.0156,,114,,0,,114,113.26471,8,114,,0,,,,8,1583798400,0.40223,,,114,2,NOK,3.0497591,0,,,,115585744,,,39,1.1200169,114,116,,,0,153,,,,105,111,False,0.070199996,,114,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,7.072,,0.36725,,0,,,,1013910,,,485.692,,,,1577750400,0,37900000,37.38,,0.14836037,0.23471665,0,1640908800,1585612800,,,553343,729858112,,,,,,-0.328,,,,,,,,,,,,,,,,,,,,,,
ADSC-ME,Oil & Gas Equipment & Services,Basic Materials,[],1,18.05,18,22.04416,,0.4088,,18.1,,44341,,18.05,18.735294,,18,,44341,,,,4.21,1591228800,,,,17.9,2,NOK,,50081,,,,423364448,,,82649,,17.9,18.2,,,50081,33.4,,,,16.1,18.05,False,0.2301,,18.1,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.080807984,,,,23390300,,,,,,,,0.09734,,,,0.14836037,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Shipping,Services,[],1,56,56.6,55.227737,0.0029464287,2.2674,,57.2,,6772,,56,55.058823,0.165,56.6,,6772,,,,1.86,1581552000,1.07216,,,56.2,2,NOK,924.59015,20468,,,,1250438784,,,29336,73.99046,56.2,56.8,,,20468,93.8,,,,39,56.2,False,0.0332,,57.2,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,84.235,,0.07692,,-0.22500002,,,,22170900,,,6.184,,,,1577750400,0.19871001,1300000,0.061,,0.14836037,9.120311,0.57717997,1640908800,1585612800,,,9024667,1423570688,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
FIVEPG,Multimedia & Graphics Software,Technology,[],1,2.03,2.03,1.241244,,0,,2.07,,4532681,,2.03,1.7364832,,2.03,,4532681,,,,,,2.714866,,,1.905,4,NOK,,3474335,,,,211041232,,,5967829,,1.905,1.985,,0,3474335,3.8,,,,0.25,1.96,False,,0,2.07,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.669837,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.14836037,11.408047,0.50402,1640908800,1577750400,,,46798691,109084104,,1511913600,1:5,,,,,,,,,,,,16,,,,,,,,,,,,,
AEGA,Diversified Utilities,Utilities,[],1,1.33,1.33,1.2327738,0.0030075188,,,1.39,,19113,,1.33,1.2355882,0.004,1.33,,19113,,,,0.04,1591142400,-0.700348,,,1.18,4,NOK,,154768,,,,64388072,,,50420,,1.18,1.35,,394100,154768,1.85,,,,1.05,1.34,False,0.030299999,60000,1.39,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0,,-0.13725483,,,,48050800,,,0.165,,,,1577750400,0,,-0.058,,0.14836037,8.121212,0.46798,1640908800,1585612800,,,24350240,63907608,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
ADE,Internet Information Providers,Technology,[],1,155.2,155.2,104.35949,,0,,159.1,,735918,,155.2,120.39265,,155.2,,735918,,,,,,,,,155.2,2,NOK,,268897,,,,107796963328,,,415633,,155.2,157.6,,,268897,168.2,,,,66.7,157.2,False,,,159.1,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.54835594,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.14836037,,0.66005,1640908800,1593475200,,,227972750,104865497088,,,,,,,,,,,,,,,3564,,,,,,,,,,,,,
AKVA,Farm & Construction Machinery,Industrial Goods,[],1,62,62,60.769344,0.032258064,,,62.4,,3883,,62,62.30588,2,62,,3883,,,,2,1582502400,0.655052,,,61,2,NOK,,4707,,,,2049065472,,,5965,0.6883055,61,62,,49600,4707,83,10.78534,,,41.3,61,False,0.0323,34200,62.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.096,,-0.00014,25.176,-0.17989415,,5.73,,33156400,,,31.171,,,,1577750400,0.13203,-422000,-0.014,,0.14836037,1.982612,0.7511,1640908800,1585612800,,,8065299,3261757952,,,,,,-0.417,,,,,,,,,1444,,,,,,,,,,,,,
ARCHER,Oil & Gas Drilling & Exploration,Basic Materials,[],1,2.165,2.195,2.2253869,,0,,2.24,,213503,,2.165,2.1639707,,2.195,,213503,,,,,,2.885598,,,2.16,4,NOK,,293468,,,,326395104,,,450860,0.39154884,2.16,2.205,,100400,293468,4.65,36.75,,,1.1,2.2,False,,503000,2.24,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.135,,-0.05722,10.029,-0.510274,,0.06,,148024992,,,0.732,,,,1577750400,0.12627,-47700000,-0.323,,0.14836037,3.012295,0.41856998,1640908800,1577750400,,,105861885,945728896,,1443398400,1:10,,,,,,,,,,,,4964,,,,,,,,,,,,,
ANDF-ME,,,[],1,54.8,54.85,54.911213,,0,,55,,15219,,54.8,54.911213,,54.85,,15219,,,,,,,,,54.1,2,NOK,,20675,,,,,,,51566,,54.1,54.5,,,20675,65,,,,46.5,54.23,False,,,55,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,1001.54,,0,-205.864,-0.06598979,,,,,,,4.914,,,,1577750400,,-6394534,-0.214,,0.14836037,11.090761,,1640908800,,,,,1649066880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMSC,Shipping,Services,[],1,28.3,28.55,25.806787,0.01130742,1.9914999,,29.8,,44534,,28.3,26.702942,0.32,28.55,,44534,,,,3.21,1590451200,0.957026,,,28.5,2,NOK,198.65771,38370,,,,1794248448,,,75852,20.36512,28.5,29.6,,114600,38370,37.5,80,,11.42,15.06,29.6,False,0.113299996,172600,29.8,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.376,,0.10217,26.309,-0.17518246,,0.37,,60616500,,,2.669,,,,1577750400,0.19708,9002000,0.149,,0.14836037,11.090297,0.28123,1640908800,1585612800,,,44026980,2235747072,,,,,,0.778,,,,,,,,,3,,,,,,,,,,,,,
AKBM-ME,Biotechnology,Healthcare,[],1,90.6,93.84,96.78042,,,,97,,18274,,90.6,96.78042,,93.84,,18274,,,,,,,,,92.16,2,NOK,,338653,,,,,,,158295,,92.16,95.76,,,338653,114,,,,87,95.7,False,,,97,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,39.898,,-0.00658,187.606,-0.14278889,,,,,,,2.589,,,,1546214400,,-1022000,-0.015,,0.14836037,36.964077,,1609372800,1514678400,,,14611039,6197555712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,Biotechnology,Healthcare,[],1,4.7,4.76,3.1549635,0.21276596,0,,4.82,,22332,,4.7,4.7088237,1,4.76,,22332,,,,,1496880000,1.296747,,,4.6,4,NOK,,34948,,,,73705920,,,153648,56.907417,4.6,4.8,,320000,34948,7.55,-8.888889,,,1.25,4.72,False,,330000,4.82,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,50.413,,0,-5.021,1.1217391,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.14836037,10.062894,0.80484,1640908800,1577750400,,,1905450,65294680,,1309132800,1:20,,,,,,,,,,,,,,,,,,,,,,,,,
AQUA,Oil & Gas Equipment & Services,Basic Materials,[],1,5,5,3.7169342,0.0009999999,0,,5,,25906,,5,4.302353,0.005,5,,25906,,,,0.2,1591833600,1.076655,,,4.88,4,NOK,24.875622,32575,,,,351582016,,,42079,5.2951493,4.88,4.98,,385400,32575,5.4,35.714287,,,2.15,4.88,False,0.04,402100,5,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.216,,0.18611999,206.528,0.26582277,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.14836037,7.28863,0.58599,1640908800,1585612800,,,20787638,346348000,,,,,,,,,,,,,,,431,,,,,,,,,,,,,
AKERBP,Independent Oil & Gas,Basic Materials,[],1,181.3,181.7,181.92007,0.010082736,,,185.8,,753762,,181.3,181.79706,1.828,181.7,,753762,,,,7.41,1596153600,1.664343,,,181.7,2,NOK,,593043,,,,66384748544,,,1450326,21.667837,181.7,184.65,,,593043,297.9,,,,89.42,184.6,False,0.041199997,,185.8,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.542,,-0.031630002,31.519,-0.24028718,,,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.14836037,34.718826,0.70299006,1640908800,1593475200,,,106384610,69061484544,,1261526400,1:1,,,1.715,,,,,,,,,1703,,,,,,,,,,,,,
AZT,,,[],1,50,50.6,,,0,,50.6,,,,50,,,50.6,,,,,,,,1.34727,,,48.1,2,NOK,189.61539,128822,,,,2382900736,,,,22.898855,48.1,49.3,,,128822,50.6,,,,48.1,49.1,False,,,50.6,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,23.034,,0.121549994,176.443,,,,,48334700,,,1.21,,,,1577750400,0.0896,12649000,0.26,,0.14836037,40.7438,0.3134,1640908800,1585612800,,,23883612,2396978688,,,,,,,,,,,,,,,36,,,,,,,,,,,,,
ASC,Investment Brokerage - National,Financial,[],1,4.45,4.45,3.814854,0.049438205,0.8062,,4.55,,229528,,4.45,4.315,0.22,4.45,,229528,,,,0.22,1588118400,0.958768,,,4.45,4,NOK,9.825708,446663,,,,1988815488,,,444661,1.4071642,4.45,4.51,,185000,446663,4.58,10.488373,,10.54,2.69,4.51,False,0.0494,340000,4.55,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.073,,0.17288,,0.30191457,,0.43,,440979008,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.14836037,3.0207636,0.18238,1640908800,1593475200,,,342568196,1516351872,,,,,,0.229,,,,,,,,,275,,,,,,,,,,,,,
AKA,Oil & Gas Equipment & Services,Basic Materials,[],1,5.97,5.96,5.5948176,,0,,6.18,,313262,,5.97,5.3413234,,5.96,,313262,,,,,1397174400,1.36353,,,5.96,2,NOK,,558363,,,,1673117440,,,466074,0.2954472,5.96,6.19,,52200,558363,12.4,15.4,,,3.52,6.16,False,,227000,6.18,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.69,,-0.0498,12.567,-0.4645455,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.14836037,0.4146752,0.51141,1640908800,1593475200,,,136612714,3908428544,,1175212800,5:1,,,,,,,,,,,,2112,,,,,,,,,,,,,
AKSO,Oil & Gas Equipment & Services,Basic Materials,[],1,18.65,18.8,9.958848,0.07774799,0,,20.14,,5174080,,18.65,11.869,1.45,18.8,,5174080,,,,,1428624000,2.095818,,,18.8,2,NOK,,7055895,,,,5406226944,,,5389395,0.20514654,18.8,19.91,,58500,7055895,30.2,8.532188,,,4.362,19.87,False,,156700,20.14,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.49,,-0.03779,20.377,-0.33245182,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.14836037,0.8276436,0.46942002,1640908800,1593475200,,,130227946,12918732800,,1175212800,1:5,,,,,,,,,,,,13000,,,,,,,,,,,,,
AKER,Oil & Gas Equipment & Services,Basic Materials,[],1,408,410.6,346.80875,0.05514706,0,,421.8,,123184,,408,377.2294,22.5,410.6,,123184,,,,11.75,1595289600,1.71777,,,410.6,2,NOK,,118786,,,,31031175168,,,205684,0.65873814,410.6,418.4,,111700,118786,566,15.91619,,,182.2,417.2,False,0.028800001,108400,421.8,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.894,,-0.08871,34.898,-0.062788606,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.14836037,1.6616818,0.70268,1640908800,1593475200,,,67696448,89200205824,,,,,,,,,,,,,,,21865,,,,,,,,,,,,,
AFG,General Contractors,Industrial Goods,[],1,174,174,167.29562,0.054597702,1.0266,,176,,6795,,174,177.29411,9.5,174,,6795,,,,12,1589760000,0.439024,,,173.8,2,NOK,21.242582,11283,,,,18418577408,,,19084,0.76878613,173.8,175.8,,178000,11283,185,20.905838,,5.43,124.5,175.4,False,0.069,52100,176,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.798,,0.03506,14.689,0.08359134,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.14836037,7.896277,0.60915,1640908800,1585612800,,,40215335,19125626880,,1263772800,5:1,,,-0.1,,,,,,,,,5526,,,,,,,,,,,,,
ARCUS,Beverages - Wineries & Distillers,Consumer Goods,[],1,42.5,42.7,36.42681,0.039058823,0.64839995,,42.9,,50586,,42.5,40.035294,1.66,42.7,,50586,,,,1.66,1591833600,0.458083,,,42.5,2,NOK,16.86367,23281,,,,2910964992,,,29821,1.0315621,42.5,42.8,,0,23281,42.9,12.814371,,,27.1,42.6,False,0.0387,0,42.9,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.68,,0.0645,12.354,0.14095747,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.14836037,1.5493773,0.15168999,1640908800,1585612800,,,25830157,4740069888,,,,,,,,,,,,,,,430,,,,,,,,,,,,,
ASETEK,Computer Based Systems,Technology,[],1,59.6,60,45.315475,0.0019463088,0,,61.8,,33692,,59.6,60.767647,0.116,60,,33692,,,,,1493164800,0.747386,,,58.1,2,NOK,,65321,,,,1582327168,,,56792,30.266975,58.1,61.8,,262100,65321,70.3,205.99998,,,17.84,61.6,False,,89800,61.8,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,28.762,,-0.0097,852.882,2.009756,,0.3,,25604000,,,1.489,,,,1577750400,0.63678,-507000,-0.02,,0.14836037,41.504364,0.00846,1640908800,1585612800,,,21882624,1503630976,,,,,,,,203.53,,,,,,,97,,,,,,,,,,,,,
ATLA NOK,Independent Oil & Gas,Basic Materials,[],1,6.04,6.1,6.941168,,0,,6.26,,710,,6.04,6.7282352,,6.1,,710,,,,,,1.404761,,,6.08,2,NOK,,2010,,,,23319840,,,1286,,6.08,6.14,,0,2010,9.9,,,,5.05,6.1,False,,0,6.26,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.26060605,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.14836037,,0,1640908800,1585612800,,,3510194,22335074,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
AURG,Money Center Banks,Financial,[],1,194,192,188.33577,0.05670103,0.33580002,,194,,53,,194,190.70589,11,192,,53,,,,11,1582761600,0.047038,,,192,2,NOK,18.785707,75,,,,623550912,,,380,2.5985727,192,194,,37700,75,206,13.827513,,5.49,168,192,False,0.056700002,22000,194,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.856,,0.45536998,,0.08781755,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.14836037,0.48195764,0.26146,1640908800,1585612800,,,2172368,3324761856,,,,,,-0.42,,,,,,,,,,,,,,,,,,,,,,
AFK,Electric Utilities,Utilities,[],1,2800,2940,2624.7446,0.02,,,3000,,45,,2800,2802.9412,56,2940,,45,,,,56,1588896000,0.299651,,,2920,2,NOK,,86,,,,6579270144,,,89,1.4176263,2920,3000,,2000,86,3180,,,,2100,2900,False,0.019299999,1500,3000,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.214,,-0.00090000004,16.074,0.11538458,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.14836037,2.2707748,0.86077005,1640908800,1585612800,,,298391,5632993280,,1524787200,5:1,,,,,,,,,,,,,,,,,,,,,,,,,
ALNG,Air Delivery & Freight Services,Services,[],1,1.19,1.15,1.4063504,,0,,1.18,,65499,,1.19,1.2286764,,1.15,,65499,,,,,,1.07317,,,1.15,4,NOK,,24801,,,,155082320,,,262728,3.7136571,1.15,1.175,,500000,24801,4.17,10.636363,,,0.872,1.17,False,,52300,1.18,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.407,,-0.053039998,20.255,-0.66573036,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,0.14836037,1.4096385,0.63137,1640908800,1585612800,,,26517675,392821856,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
AGS,Shipping,Services,[],1,0.766,0.766,0.7902044,,0,,0.776,,1955083,,0.766,0.85438234,,0.766,,1955083,,,,,1545264000,,,,0.74,4,NOK,,348386,,,,44703960,,,2132033,0.56488603,0.74,0.77,,,348386,13.8984,,,,0.4,0.76,False,,,0.776,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.465,,-0.35246,2.096,-0.9406406,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.14836037,20,0.08083,1640908800,1585612800,,,24148969,36815764,,1562112000,1:50,,,,,,,,,,,,8,,,,,,,,,,,,,
AVANCE,Major Integrated Oil & Gas,Basic Materials,[],1,20.16,20.2,25.333065,0.014880953,0.1991,,20.76,,1017124,,20.16,18.930882,0.3,20.2,,1017124,,,,2.86,1583884800,1.839721,,,20.14,2,NOK,15.088495,565662,,,,1303301888,,,819119,4.4816113,20.14,20.48,,66000,565662,58.4,63.9375,,,16.24,20.4,False,0.1439,90400,20.76,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.778,,0.29652,11.014,-0.19391477,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.14836037,3.3112154,0.36513,1640908800,1585612800,,,44520567,1680402944,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
ASA,,,[],1,113,114.5,115.766174,,0,,116,,52303,,113,124.25,,114.5,,52303,,,,,,1.253558,,,112.5,2,NOK,,45959,,,,8019685888,,,76476,1447.5967,112.5,112.5,,,45959,146,,,,68.2,112,False,,,116,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1457.189,,-2.37401,-720.724,0.17171717,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.14836037,38.42213,0,1640908800,1577750400,,,35767773,8072829440,,,,,,,,,,,,,,,87,,,,,,,,,,,,,
AWDR,Oil & Gas Drilling & Exploration,Basic Materials,[],1,3.36,3.36,6.101679,0,0,,3.39,,38921,,3.36,3.4141176,0,3.36,,38921,,,,,1526947200,1.426829,,,3.16,4,NOK,,67298,,,,183393840,,,115824,6.312172,3.16,3.38,,43900,67298,24.5,-15.272727,,,2.95,3.36,False,,40300,3.39,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,5.358,,-1.29562,-47.174,-0.8547826,,-0.22,,54581500,,,4.426,,,,1577750400,0.37112,-37643000,-0.68,,0.14836037,0.75915045,0.4371,1640908800,1585612800,,,13938478,155675840,,,,,,,,,,,,,,,145,,,,,,,,,,,,,
ATEA,Information Technology Services,Technology,[],1,105.2,104.4,99.115326,0.061787073,0.7065,,107,,22853,,105.2,102.54706,6.5,104.4,,22853,,,,6.5,1571875200,0.605691,,,104.4,2,NOK,23.125408,19849,,,,11701127168,,,85689,0.3106054,104.4,106.6,,20000,19849,137,15.353536,,5.64,66.2,106.4,False,0.0618,264300,107,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ATEA.OL,finmb_700601,no_market,,0.334,,0.01354,12.169,-0.08521742,,6.93,,109973000,,,33.081,,,,1577750400,0.58987,510000000,4.601,,0.14836037,3.2163477,0.25162,1640908800,1593475200,,,81691394,12583181312,,1149206400,1:10,,,0.557,,,,,,,,,7222,,,,,,,,,,,,,
BEL,Shipping,Services,[],1,6.55,6.5,6.239781,0.0009160305,0.72730005,,6.5,,2973,,6.55,6.7132354,0.006,6.5,,2973,,,,0.05,1569456000,0.719512,,,6.5,2,NOK,812.49994,7500,,,,1479575552,,,18328,11.058444,6.5,6.55,,1650000,7500,7.85,81.25,,,5,6.5,False,0.0076,1700000,6.5,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BEL.OL,finmb_878059,no_market,,12.178,,0.01232,73.347,-0.037037015,,0.08,,227627008,,,0.717,,,,1577750400,0.0864,1649000,0.008,,0.14836037,9.065551,0.81391,1640908800,1585612800,,,46748800,1629406464,,,,,,-1,,,,,,,,,460,,,,,,,,,,,,,
BGBIO,Biotechnology,Healthcare,[],1,36.35,36.35,27.758923,,0,,36.35,,572868,,36.35,37.70441,,36.35,,572868,,,,,,2.063439,,,34.9,2,NOK,,556272,,,,3067189248,,,920566,14069.676,34.9,35.15,,0,556272,54,-9.12987,,,11.4,35.1,False,,0,36.35,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BGBIO.OL,finmb_107144331,no_market,,10298.149,,0,-10.46,1.7892447,,-3.85,,87260000,,,5.173,,,,1577750400,0.18125,-203530000,-3.336,,0.14836037,6.794897,0.45501998,1640908800,1585612800,,,44090396,2244996352,,,,,,,,,,,,,,,28,,,,,,,,,,,,,
BALT-ME,Property Management,Financial,[],1,30.8,30.8,29.456934,,0,,30.8,,394,,30.8,29.958824,,30.8,,394,,,,,1548374400,0.824786,,,30.8,2,NOK,,0,,,,205368544,,,276,3.7617133,30.8,0,,,0,35,,,,18.5,30.8,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072,,-0.74741995,12.872,-0.120000005,,,,6667810,,,27.26,,,,1577750400,,-40804756,-6.12,,0.14836037,1.1298605,,1640908800,1577750400,,,3995156,495289856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSP-ME,Lodging,Services,[],1,2.18,2.6,3.3475182,,0,,2.6,,0,,2.18,2.5958824,,2.6,,0,,,,,,-6.350393,,,2.16,4,NOK,,9074,,,,41607752,,,847,,2.16,2.26,,,9074,7.32889,,,,1.5,2.5,False,,,2.6,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0,-37.329,-0.23193032,,,,16643100,,,6.561,,,,1577750400,,-6767000,-0.737,,0.14836037,0.38103947,,1640908800,1577750400,,,6894127,134644800,,1564531200,1:25,,,,,,,,,,,,,,,,,,,,,,,,,
AYFIE-ME,,,[],1,2.26,2.2995,2.6576521,,0,,2.4295,,208388,,2.26,2.6576521,,2.2995,,208388,,,,,,,,,2.2995,4,NOK,,54357,,,,253839520,,,1051853,,2.2995,2.39,,,54357,3.6005,,,,2.15,2.34,False,,,2.4295,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,-0.1307692,,,,106209000,,,,,,,,,,,,0.14836037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
