ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AMSC,1366,Industrials,3,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1,Building B,Marine Shipping,OksenOeyveien 10,27.4,27.7,26.455252,0.011678832,1.9914999,,28.1,,47787,,27.4,25.6,0.32,27.7,,47787,,,,3.21,1590451200,0.968023,,,27.7,2,NOK,186.24161,24150,,,,1682107904,,,77206,19.092299,27.7,27.8,,114600,24150,37.5,75,,11.34,15.06,27.7,False,0.1171,172600,28.1,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,24.757,,0.10217,25.667,-0.21489978,,0.37,,60616500,,,2.669,,,,1577750400,0.19708,9002000,0.149,,0.08030069,10.397153,0.28123,1640908800,1585612800,,,44026980,2181192192,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,,,,,,
AQUA,0161,Energy,431,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,Oil & Gas Equipment & Services,,4.36,4.5,3.6639569,0.0011467889,0,,4.7,,24628,,4.36,4.0088234,0.005,4.5,,24628,,,,0.2,1591833600,1.040697,,,4.26,4,NOK,23.383083,50574,,,,330487072,,,44736,4.97744,4.26,4.8,,385400,50574,4.7,33.571426,,,2.15,4.7,False,0.047199998,402100,4.7,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.533,,0.18611999,179.48,0.07389164,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.08030069,6.8513117,0.58599,1640908800,1585612800,,,20787638,300988000,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,,,,,
AKVA,4353,Industrials,1444,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,,64,64,62.092087,0.03125,,,65.4,,2672,,64,61.60588,2,64,,2672,,,,2,1582502400,0.642441,,,64,2,NOK,,1867,,,,2135272192,,,6833,0.71726334,64,65,,49600,1867,83,11.239093,,,41.3,64.6,False,0.0313,34200,65.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.118,,-0.00014,25.687,-0.17098445,,5.73,,33156400,,,31.171,,,,1577750400,0.13203,-422000,-0.014,,0.08030069,2.0660229,0.7511,1640908800,1585612800,,,8065299,3328070912,,,,,,-0.417,,,,,,,,https://logo.clearbit.com/akvagroup.com,,,,,,
ADSC-ME,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1,OSM House,Marine Shipping,22 Amathountos Agios Tychonas,18.75,18.75,23.404676,,0.4088,,18.75,,18067,,18.75,19.845589,,18.75,,18067,,,,4.21,1591228800,,,,18.5,2,NOK,,27783,,,,437398624,,,176206,,18.5,18.7,,,27783,33.4,,,,16.1,18.65,False,0.2245,,18.75,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.07178223,,,,23390300,,,,,,,,0.09734,,,,0.08030069,,0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,,,,,,
ARCHER,HM 08,Energy,4964,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.18,2.16,2.3517482,,0,,2.17,,221604,,2.18,2.2679412,,2.16,,221604,,,,,,2.852906,,,2.13,4,NOK,,46513,,,,320474112,,,555211,0.3844459,2.13,2.165,,100400,46513,4.78,36.083332,,,1.1,2.15,False,,503000,2.17,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.137,,-0.05722,10.052,-0.52087915,,0.06,,148024992,,,0.732,,,,1577750400,0.12627,-47700000,-0.323,,0.08030069,2.9576502,0.41856998,1640908800,1577750400,,,105861885,947949632,,1443398400,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,,,,,,
AZT,9294,Healthcare,36,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",Tromso,47 77 64 89 00,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,Biotechnology,PO Box 6463,41,41,,,0,,42.8,,,,41,,,41,,,,,,,,1.149418,,,41,2,NOK,161.53847,258936,,,,2030057344,,,,19.508152,41,42,,,258936,42.8,,,,41,41.9,False,,,42.8,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,18.854,,0.121549994,144.422,,,,,48334700,,,1.21,,,,1577750400,0.0896,12649000,0.26,,0.08030069,34.710743,0.3134,1640908800,1585612800,,,24481512,1961966592,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,47 77 64 89 01,,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates independently of Schibsted ASA. as of April 9, 2019.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1,Grensen 5,Internet Content & Information,,115,115.5,100.29964,,0,,115.9,,324517,,115,101.32647,,115.5,,324517,,,,,,,,,111.3,2,NOK,,352491,,,,78758903808,,,304463,,111.3,0,,,352491,126.4,,,,66.7,114.7,False,,,115.9,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.27071822,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.08030069,,0.66005,1640908800,1593475200,,,223708700,75324997632,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,Oksenoyveien 10,Oil & Gas Equipment & Services,,417,417.6,365.70358,0.053956833,,,417.6,,189814,,417,357.81177,22.5,417.6,,189814,,,,,1595289600,1.701744,,,405.2,2,NOK,,116582,,,,30195255296,,,233332,0.640993,405.2,406.6,,111700,116582,566,15.489524,,4.6,182.2,406.2,False,,108400,417.6,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.908,,-0.08871,35.16,-0.14091468,,26.25,,74262800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.08030069,1.6171371,0.70268,1640908800,1593475200,,,67703874,89868574720,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 01 01,,,,,
AKSO,1366,Energy,13000,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,Oksenoyveien 8,Oil & Gas Equipment & Services,,13.7,14.1,10.909935,0.105839424,0,,15.86,,9220491,,13.7,8.978529,1.45,14.1,,9220491,,,,,1428624000,1.890697,,,14,2,NOK,,9459147,,,,4203079680,,,5316047,0.15949151,14,15.45,,58500,9459147,30.2,6.6309013,,,4.362,15.42,False,,156700,15.86,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.439,,-0.03779,18.253,-0.536379,,2.33,,272044000,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.08030069,0.643214,0.46942002,1640908800,1593475200,,,130227946,11572616192,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,47 67 51 30 10,,,,,
AKERBP,1366,Energy,1703,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,Oil & Gas E&P,Fornebuporten OksenOeyveien 10 Lysaker,184.2,184.2,194.6205,0.0099239955,,,184.6,,975712,,184.2,181.07794,1.828,184.2,,975712,,,,7.41,1596153600,1.654069,,,181.6,2,NOK,,372494,,,,65989173248,,,1667347,21.538721,181.6,183.55,,,372494,297.9,,,,89.42,183.5,False,0.040599998,,184.6,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.882,,-0.031630002,31.995,-0.28018755,,,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.08030069,34.511944,0.70299006,1640908800,1593475200,,,106384610,70104358912,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,,,,,,
AFK,4841,Utilities,,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,Utilities—Renewable,,2820,2860,2595.6833,0.019858155,,,2860,,108,,2820,2673.5293,56,2860,,108,,,,56,1588896000,0.276162,,,2820,2,NOK,,12,,,,6228375552,,,99,1.3420194,2820,2860,,2000,12,3100,,,,2100,2720,False,0.0194,1500,2860,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.223,,-0.00090000004,16.199,0.03296709,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.08030069,2.1496668,0.86077005,1640908800,1585612800,,,298391,5676864512,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,Postbox 64,39.9,39.9,35.947857,0.04160401,0.64839995,,39.9,,14419,,39.9,39.40857,1.66,39.9,,14419,,,,1.66,1591833600,0.447647,,,39.2,2,NOK,15.72104,5938,,,,2713726720,,,33916,0.9616665,39.2,39.9,,0,5938,42,11.946109,,,27.1,39.6,False,0.0417,0,39.9,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.617,,0.0645,11.896,0.102209926,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.08030069,1.4443963,0.15168999,1640908800,1585612800,,,25830157,4564372480,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,,,,,,
BSP-ME,0459,Consumer Cyclical,,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1,Sagveien 23 A,Lodging,,2.66,2.68,3.71741,,0,,2.68,,677,,2.66,2.6370587,,2.68,,677,,,,,,-6.302716,,,2.66,4,NOK,,3373,,,,44270648,,,1706,,2.66,2.6,,,3373,7.32889,,,,0.109933,2.08,False,,,2.68,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0,-37.532,-0.4192837,,,,16643100,,,6.561,,,,1577750400,,-6767000,-0.737,,0.08030069,0.40542603,,1640908800,1577750400,,,6894127,135379232,,1564531200,1:25,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,
ATLA NOK,110,Energy,1,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,Oil & Gas E&P,PO Box 1228,6.3,6.96,7.1060433,,0,,7.24,,771,,6.3,6.8588233,,6.96,,771,,,,,,1.421511,,,6.96,2,NOK,,790,,,,28345974,,,1503,,6.96,7.26,,0,790,9.9,,,,5.05,7.24,False,,0,7.24,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.23636359,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.08030069,,0,1640908800,1585612800,,,3510194,23296518,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,,1.06,1.03,0.8069209,,0,,1.11,,4818520,,1.06,0.87414706,,1.03,,4818520,,,,,1545264000,,,,1.025,4,NOK,,1249624,,,,64997208,,,1889425,0.8213146,1.025,1.1,,,1249624,15.2949,,,,0.4,1.08,False,,,1.11,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.696,,-0.35246,3.134,-0.9285204,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.08030069,29.078949,0.08083,1640908800,1585612800,,,24148969,55050280,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,14 Par-la-Ville Road PO Box HM 1593,19.02,19.1,29.097841,0.015772872,0.1991,,19.19,,445774,,19.02,18.36353,0.3,19.1,,445774,,,,2.86,1583884800,1.79593,,,18.64,2,NOK,13.908556,309480,,,,1201382016,,,817697,4.1311436,18.64,18.87,,66000,309480,58.4,58.937504,,,16.24,18.83,False,0.1534,90400,19.19,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.529,,0.29652,10.538,-0.3133574,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.08030069,3.052274,0.36513,1640908800,1585612800,,,44520567,1607784960,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,,,,,,
AURG,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,,185,186,189.08633,0.05945946,0.2703,,186,,273,,185,187.94118,11,186,,273,,,,11,1582761600,0.04593,,,186,2,NOK,18.01104,3,,,,597837504,,,456,2.491415,186,200,,37700,3,206,13.257306,,5.5,168,186,False,0.059499998,22000,186,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.735,,0.45536998,,0.04245317,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.08030069,0.4620831,0.26146,1640908800,1585612800,,,2172368,3295834368,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,47 63 85 44 41,,,,,
ASETEK,9220,Technology,97,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,Computer Hardware,Aalborg East,67.2,67.2,41.63072,0.0017261906,0,,68.6,,69671,,67.2,56.93088,0.116,67.2,,69671,,,,,1493164800,0.688372,,,66.2,2,NOK,,32496,,,,1753874048,,,64154,33.548347,66.2,68.6,,262100,32496,69.8,228.33333,,,17.84,68.1,False,,89800,68.6,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,32.483,,-0.0097,963.239,1.1232226,,0.3,,25604000,,,1.489,,,,1577750400,0.63678,-507000,-0.02,,0.08030069,46.004032,0.00846,1640908800,1585612800,,,21902080,1698190976,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,45 96 45 00 48,,,,,
ASA,6392,Consumer Defensive,87,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,Farm Products,,125,124,116.96861,,0,,124,,32084,,125,129.41176,,124,,32084,,,,,,1.307334,,,122,2,NOK,,35228,,,,8802597888,,,73905,1588.9166,122,123,,,35228,146,,,,68.2,123,False,,,124,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1611.578,,-2.37401,-797.084,0.25,,,,71276096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.08030069,42.178963,0,1640908800,1577750400,,,35767773,8928142336,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,,,,,,
