ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
NAS,1330,Industrials,9389,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1,Oksenoyveien 3,Airlines,,3.03,3.059,15.386079,,0,,3.061,,23551234,,3.03,3.086,,3.059,,23551234,,,,,,1.360465,,,2.864,4,NOK,,12281722,,,,9777987584,,,43566414,0.2246682,2.864,2.987,,,12281722,48.17,,,,1.5,2.988,False,,,3.061,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.545,,-0.03712,18.138,-0.9335526,,,,3270230016,,,25.074,,,,1577750400,0.28066,-1615399936,-12.63,,,0.119247034,0.10098,1640908800,1577750400,,,1593043186,67237462016,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,
NTS,7970,Consumer Defensive,,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,Farm Products,,71.5,72,65.76978,0.013986014,0.4688,,72,,1874,,71.5,70.117645,1,72,,1874,,,,1,1589414400,0.61248,,,71.5,2,NOK,22.378717,59,,,,8527947776,,,4410,5.323453,71.5,71.5,,8300,59,80,11.295419,,1.26,46,69.5,False,0.0139999995,26300,72,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,5.032,,0.1451,16.624,0.16260159,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.9045336,0.93716,1640908800,1585612800,,,33225408,8061425152,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
OBSERV,0255,Healthcare,7,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,Medical Devices,,14,15.15,12.150146,,0,,18,,25157,,14,15.1465645,,15.15,,25157,,,,,,,,,14.35,2,NOK,,233553,,,,310937600,,,23160,1712.4283,14.35,16.3,,,233553,20.5,,,,5.902,15.95,False,,,18,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1343.159,,0,-16.699,Infinity,,,,19433600,,,0.954,,,,1577750400,0.11623,-13250616,-0.864,,,16.771488,0.77686,1640908800,1585612800,,,5984410,243886752,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
OET,185 47,Industrials,,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1,Ethnarchou Makariou av,Marine Shipping,& 2 D. Falireos St N. Faliro,62.2,63.4,71.569786,0.008038585,0,,63.4,,35830,,62.2,57.58235,0.5,63.4,,35830,,,,5.06,1589846400,,,,61.4,2,NOK,,24402,,,,2000830592,,,108086,20.183748,61.4,61.8,,0,24402,118,,,,51,61.4,False,0.0917,0,63.4,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000,EQUITY,OET.OL,finmb_564610479,no_market,,28.089,,-0.0864,64.223,-0.09855074,,,,32375900,,,11.711,,,,1577750400,0.24734,-8564631,-0.262,,,5.2770896,0.59776,1640908800,1585612800,,,8221540,2784443136,,,,,,83.534,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,30 210 48 18 210,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
OTS,1366,Industrials,12,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,Marine Shipping,Lysaker,2.85,2.85,3.6219425,,0,,2.85,,5604,,2.85,2.9452941,,2.85,,5604,,,,,,1.343604,,,2.8,4,NOK,699.99994,1882,,,,95791640,,,10491,6.032599,2.8,2.85,,150100,1882,8.51005,,,,2.5,2.8,False,,135600,2.85,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTS.OL,finmb_27340700,no_market,,9.313,,0.0085,26.393,-0.6127739,,,,34211300,,,1.752,,,,1577750400,0.12597999,-815000,0.004,,,1.5981735,0.047470003,1640908800,1577750400,,,32036792,147882096,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,47 55 10 82 49,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
ODFB,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,PO Box 6101 Postterminalen,20.4,20.4,22.921583,0.008970588,0,,20.4,,2462,,20.4,20.414705,0.183,20.4,,2462,,,,,1525824000,0.468604,,,20.4,2,NOK,,220,,,,1637051008,,,3864,1.830541,20.4,21.6,,48200,220,32,,,,17.6,20.2,False,,11100,20.4,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODFB.OL,finmb_876111,no_market,,3.222,,-0.02856,19.205,,,,,18756200,,,6.516,,,,1577750400,0.16443,-25544000,-0.325,,,3.1307552,0.37213,1640908800,1585612800,,,28257135,2881440768,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
OKEA,7042,Energy,207,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1,Ferjemannsveien 10,Oil & Gas E&P,,9.26,9.26,11.505036,,0,,9.26,,37171,,9.26,9.650588,,9.26,,37171,,,,,,,,,9.04,2,NOK,,32969,,,,943027584,,,82261,0.35041428,9.04,9.12,,,32969,23.495,,,,5.7,9.06,False,,,9.26,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.057,,-0.31458,1.91,-0.5790909,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,1.0477166,0.8319,1640908800,1585612800,,,25118274,2844846592,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,,,,,c252c57e-328d-3858-89e6-237abaed1554,
ORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLT,0105,Real Estate,,"Olav Thon Eiendomsselskap ASA engages in the property rental business in Norway and Sweden. The company is also involved in the property development and management business. As of December 31, 2019, it had 77 shopping centers comprising 16 managed for external owners. The company was founded in 1982 and is based in Oslo, Norway.",Oslo,47 23 08 00 00,Norway,[],http://www.olt.no,1,Stenersgata 2,Real Estate—Development,Sentrum PO Box 489,148,148,144.20143,0.02972973,,,148,,8622,,148,140.97058,4.4,148,,8622,,,,,1590105600,0.997674,,,142,2,NOK,,1004,,,,15128957952,,,13099,3.928579,142,146,,35400,1004,189.6,10.8389015,,1.67,85.9,145,False,,7900,148,OSL,OLAV THON EIENDOMS,Olav Thon Eiendomsselskap ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OLT.OL,finmb_4469432,no_market,,10.229,,-0.13918,16.311,0.03496504,,13.47,,103623000,,,243.98,,,,1577750400,0.12808,-536000000,-5.51,,,0.5984097,0.78239995,1640908800,1585612800,,,26845655,39391227904,,1402444800,10:1,,,,,,,,,,,https://logo.clearbit.com/olt.no,,,,,da99422c-f097-30ea-83ca-8d1ecdffe75c,
NOFI,1364,Financial Services,85,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1,Snaroyveien 36,Banks—Regional,,73.3,75,68.646904,0.043383356,0,,75,,302634,,73.3,69.7353,3.18,75,,302634,,,,,1588204800,1.555813,,,72.5,2,NOK,7.264529,71509,,,,13535387648,,,566591,3.544792,72.5,72.65,,795000,71509,102.8,6.775701,,,32.24,72.5,False,,50000,75,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOFI.OL,finmb_47733558,no_market,,5.313,,0.48794997,,0.18800652,,10.7,,186695008,,,52.654,,,,1577750400,0.33036998,1863182976,9.98,,,1.3769134,0.32112998,1640908800,1585612800,,,99782877,20288438272,,,,,,-0.243,,,,,,,,https://logo.clearbit.com/banknorwegian.no,,,,,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,
OCY,1366,Industrials,17,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1,OksenOeyveien 10,Marine Shipping,,23.3,23.45,30.796404,0.020686695,,,23.45,,494161,,23.3,22.583824,0.482,23.45,,494161,,,,4.51,1594598400,1.161046,,,22.95,2,NOK,,171285,,,,4046057472,,,490156,13.8848915,22.95,23.1,,72600,171285,56.7,34.47761,,10.8,19.8,23.05,False,0.19409999,493800,23.45,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OCY.OL,finmb_212437935,no_market,,20.181,,-0.13520999,23.954,-0.55703425,,0.67,,175154000,,,4.644,,,,1577750400,0.13294,-57400000,-0.279,,,4.97416,0.63466,1640908800,1593475200,,,63943066,5880611328,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,
OTELLO,0401,Communication Services,624,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1,Gjerdrums vei 19,Advertising Agencies,PO Box 4214 Nydalen,12.45,12.25,13.672087,,0,,12.4,,52820,,12.45,12.382353,,12.25,,52820,,,,,1481846400,0.572674,,,12,2,NOK,,42736,,,,1692037248,,,285874,6.9062743,12,12.3,,0,42736,18.1,-246,,,8.02,12.25,False,,0,12.4,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTELLO.OL,finmb_532001,no_market,,6.992,,-0.022449998,-713.739,,,-0.05,,137564000,,,2.215,,,,1577750400,0.29569,-5500000,-0.041,,,5.5530477,0.13856,1640908800,1585612800,,,74244697,1712972544,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,,,,,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,
ODL,AB12 3LG,Energy,2581,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1,Bergen House,Oil & Gas Drilling,Crawpeel Road Altens,12,11.8,15.136259,,0,,11.92,,925923,,12,11.256471,,11.8,,925923,,,,,1395100800,1.95872,,,11.4,2,NOK,60.518135,561282,,,,2765625600,,,1554814,3.3758347,11.4,11.7,,181500,561282,33.8,83.42857,,,6.12,11.66,False,,820000,11.92,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,ODL.OL,finmb_241631186,no_market,,5.014,,0.06548,12.475,-0.5508982,,0.14,,236783008,,,4.426,,,,1577750400,0.119320005,45717000,0.193,,,2.6389515,0.60887,1640908800,1585612800,,,92589335,4107402496,,,,,,1.289,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,44 1224 856 001,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
NOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODF,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,PO Box 6101 Postterminalen,20.9,21,23.24964,0.008755981,0,,21,,3976,,20.9,20.952942,0.183,21,,3976,,,,,1525824000,0.468604,,,21,2,NOK,,2000,,,,1644883840,,,12632,1.8392997,21,21.2,,24000,2000,32,-105,,,17.1,20.9,False,,49000,21,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODF.OL,finmb_876111,no_market,,3.266,,-0.02856,19.468,-0.22014922,,-0.2,,60020300,,,6.516,,,,1577750400,0.077800006,-25544000,-0.325,,,3.2228363,0.58329,1640908800,1585612800,,,28257135,2920829184,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
PNOR,W1S 4FF,Energy,15,"PetroNor E&P Limited operates as an oil and gas exploration and production company in West Africa. It holds 6 licenses in the Republic of Congo, Senegal, Nigeria, and The Gambia, as well as has proved and probable reserves of 11.19 million barrels of oil. The company was founded 2017 and is headquartered in London, the United Kingdom.",London,44 20 3655 7810,United Kingdom,[],http://www.petronorep.com,1,48 Dover Street,Oil & Gas E&P,,0.924,0.97,0.84776473,,0,,0.97,,123360,,0.924,0.979,,0.97,,123360,,,,,,,,,0.924,4,NOK,,40059,,,,910450112,,,410504,8.411713,0.924,0.964,,,40059,1.314,,,,0.45,0.936,False,,,0.97,OSL,PETRONOR E&P LTD,PetroNor E&P Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PNOR.OL,finmb_606891472,no_market,,8.364,,-0.123909995,30.909,-0.22091061,,,,971665024,,,0.005,,,,1577750400,0.0077600004,-13412000,-0.011,,,187.4,0.00879,1640908800,1585612800,,,121982860,905294720,,,,,,-0.241,,,,,,,,https://logo.clearbit.com/petronorep.com,,,,,948511a1-bf9e-31a6-b576-fda3fb9f0023,
PCIB,0379,Healthcare,8,"PCI Biotech Holding ASA, a biopharmaceutical company, focuses on the development and commercialization of novel therapies for the treatment of cancer through its photochemical internalization (PCI) technology platform. The company's lead product candidate is Amphinex, a photosensitiser fimaporfin. Its PCI technology is applied to three distinct anticancer paradigms, including fimaCHEM, a chemotherapeutics for treatment of cancer, which in Phase Ib clinical study in bile duct cancer; fimaVACC, a T-cell induction technology for therapeutic vaccination; and fimaNAc, a nucleic acid therapeutics delivery technology. The company has collaborative research programs with AstraZeneca, Bavarian Nordic, BioNTech, eTheRNA immunotherapies, IMV, and Phio Pharmaceuticals. PCI Biotech Holding ASA is headquartered in Oslo, Norway.",Oslo,47 67 11 54 00,Norway,[],http://www.pcibiotech.com,1,UllernchaussEen 64,Biotechnology,,49.5,49.75,57.868347,,0,,50,,647665,,49.5,70.825,,49.75,,647665,,,,,,0.254651,,,47,2,NOK,,231717,,,,1790626432,,,384711,201.51097,47,48.4,,12500,231717,87.4,-16.455479,,,21.5,47.95,False,,20000,50,OSL,PCI BIOTECH HLDG,PCI Biotech Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PCIB.OL,finmb_45308758,no_market,,178.666,,0,-18.381,0.80656934,,-2.92,,37265900,,,6.989,,,,1577750400,0.08788,-61495000,-1.651,,,6.8750896,0.34884,1640908800,1585612800,,,26576915,1587629568,,,,,,,,,,,,,,https://logo.clearbit.com/pcibiotech.com,,,,,440102ca-a7ac-3205-912a-ff496b68011e,
PPG PREF,0158,Real Estate,2,"Pioneer Property Group ASA, a real estate company, invests in and rents kindergarten and preschool properties, and retirement homes for government-backed-care services. Its portfolio comprises 171 properties in Norway, Sweden, and Finland. The company was incorporated in 2015 and is headquartered in Oslo, Norway.",Oslo,47 97 76 92 00,Norway,[],http://www.pioneerproperty.no,1,Radhusgata 23,Real Estate Services,,100,100,99.89568,,,,100,,6444,,100,100.588234,,100,,6444,,,,7.5,1593475200,,,,100,2,NOK,1.2366748,1093,,,,1229820032,,,6715,-1075.0175,100,101,,38500,1093,104,,,,94,100,False,0.075,18200,100,OSL,Pioneer Property Group,Pioneer Property Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PPG-PREF.OL,finmb_297114713,no_market,,762.995,,0,,-0.009900987,,,,12298200,,,245.075,,,,1577750400,0.18000999,-52484000,80.862,,,0.40803835,0.27567,1640908800,1577750400,,,,-872865984,,,,,,6.717,,,,,,,,https://logo.clearbit.com/pioneerproperty.no,,,,,2bd77545-ed44-3e93-afad-fcfcd8eb97a3,
PLCS,,Energy,324,"Polarcus Limited, a geophysical service company, provides marine seismic data acquisition and processing services to oil and gas companies. The company operates a fleet of seismic vessels with 3D and 4D imaging capabilities; and offers a library of 3D multi-client projects. Its geophysical solutions include RightFLOW that integrates and accelerates seismic data acquisition and processing workflow; Cirrus, a suite of cloud-based applications and services designed to bring clients closer to acquired seismic data; XArray, an acquisition configuration to deliver un-interpolated data; and XArrayOBN, a hybrid technique combining towed streamer acquisition and ocean bottom node operations; and XArray 4D, which retains the 4D repeat sub-set of the baseline for analysis. The company operates in the Asia Pacific, Russia, Australia, Europe, Africa, the Middle East, the United Arab Emirates, Mauritania, Mexico, and North and South America. Polarcus Limited was incorporated in 2007 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 43 60 800,United Arab Emirates,[],http://www.polarcus.com,1,Reef Tower,Oil & Gas Equipment & Services,"Level 20 Jumeirah Lakes Towers, Cluster O PO Box 283373",0.3625,0.3625,0.6099461,,0,,0.375,,622552,,0.3625,0.39392647,,0.3625,,622552,,,,,,2.488372,,,0.359,4,NOK,,41927,,,,188559840,,,2748957,0.71675587,0.359,0.367,,2300000,41927,1.428,-36.7,,,0.237,0.362,False,,6336300,0.375,OSL,POLARCUS LIMITED,Polarcus Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PLCS.OL,finmb_46565274,no_market,,1.931,,-0.03401,10.673,-0.6547619,,-0.01,,513787008,,,0.125,,,,1577750400,0.06482,-8948000,-0.018,,,2.936,0.18273,1640908800,1585612800,,,464637876,507961696,,1495152000,1:10,,,,,,,,,,,https://logo.clearbit.com/polarcus.com,,,,,4eac5ff4-29c1-304e-93a0-edf2282070fb,
PSE,3036,Energy,297,"Petrolia SE, together with its subsidiaries, operates as a rental equipment company for the oil industry in Norway, rest of Europe, Asia, Australia, and internationally. It operates through two segments, Exploration & Production, and Oil Service. The company engages in the sale and rental of drilling equipment; and rental of land rigs. It rents drilling equipment, such as drill pipes, and test strings and tubings, as well as casing, handling, and auxiliary tools and other equipment. The company also provides inspection and maintenance services; and various services for equipment. It serves oil companies, drilling contractors, and oil service companies. The company was formerly known as Petrolia E&P Holdings SE and changed its name to Petrolia SE in January 2013. Petrolia SE was founded in 1997 and is based in Limassol, Cyprus.",Limassol,357 2 5725777,Cyprus,[],http://www.petrolia.no,1,Office 401,Oil & Gas Equipment & Services,4th Floor 205 Christodoulou Chatzipavlou Street Loulloupis Court,8,8.4,2.925036,,0,,9.1,,395167,,8,4.084706,,8.4,,395167,,,,,,0.356976,,,8.3,2,NOK,,491938,,,,529247488,,,88233,8.001927,8.3,8.95,,0,491938,9.1,,,,1.51,8.95,False,,0,9.1,OSL,PETROLIA SE,Petrolia SE,Europe/Oslo,CEST,False,7200000,EQUITY,PSE.OL,finmb_884403,no_market,,7.275,,-0.0130900005,37.063,1.6143792,,,,59133800,,,0.665,,,,1577750400,0,-866000,-0.015,,,13.458646,0.9263,1640908800,1577750400,,,3429168,481149280,,1351036800,1:11,,,,,,,,,,,https://logo.clearbit.com/petrolia.no,357 2 5356500,,,,6a1a430d-75a1-3cde-981d-96b5ae17f931,
