ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
NAS,Norwegian Air Shuttle,Industrials,2.25,2.25,2.25,3792,,8018.73,0.0094,-0.1092,-0.1506,-0.9404,-0.9437,1330,Industrials,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1.0,Oksenoyveien 3,,Airlines,2.23,2.25,13.474129999999999,,0.0,,2.3169999999999997,,18586643.0,,2.23,2.8081765,,2.25,,18586643.0,,,,,,1.360465,,,2.229,4.0,NOK,,12062050.0,,,,8120168960.0,,,44929356.0,0.18657662,2.229,2.2769999999999997,,,12062050.0,48.17,,,,1.5,2.275,False,,,2.3169999999999997,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAS.OL,finmb_9002664,no_market,,1.4880000000000002,,-0.03712,17.476,-0.9440402,,,,3566170112.0,,,25.074,,,,1577750400.0,0.28065999999999997,-1615399936.0,-12.63,,,0.0908112,0.10098,1640908800.0,1577750400.0,,,1715551912.0,64781762560.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,9389.0,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,
NOR,Norwegian Energy Company,Energy,151.0,150.0,151.5,39,LP,3640.74,0.0134,0.0,-0.0131,-0.3304,-0.4739,0158,Energy,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1.0,Nedre Vollgate 1,,Oil & Gas E&P,149.0,148.0,166.04603999999998,,0.0,,152.0,,4406.0,,149.0,160.38235,,148.0,,4406.0,,,,,,0.256395,,,146.5,2.0,NOK,15.340561,3575.0,,,,3616634880.0,,,19048.0,7.518991499999999,146.5,151.5,,50000.0,3575.0,298.0,8.751458999999999,,,105.0,150.0,False,,200100.0,152.0,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOR.OL,finmb_24349084,no_market,,8.998,,0.43243000000000004,19.949,-0.47719300000000003,,17.14,,24110900.0,,,28.22,,,,1577750400.0,0.13282,208000000.0,9.777999999999999,,,5.315379,0.026600001,1640908800.0,1585612800.0,,,5919351.0,4328261120.0,,1431648000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,29.0,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,
NOFI,Norwegian Finans Holding,Financials,68.05,67.9,68.0,309,,12704.58,0.0142,-0.0741,0.0126,-0.2859,0.1248,1364,Financial Services,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1.0,Snaroyveien 36,,Banks—Regional,67.1,67.2,67.46129599999999,0.047391955,0.0,,68.45,,129482.0,,67.1,69.31765,3.18,67.2,,129482.0,,,,,1588204800.0,1.555813,,,67.2,2.0,NOK,6.8136277000000005,99341.0,,,,12695260160.0,,,499201.0,3.3247705,67.2,68.15,,795000.0,99341.0,102.8,6.3551400000000005,,,32.24,67.95,False,,50000.0,68.45,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOFI.OL,finmb_47733558,no_market,,5.01,,0.48794997,,0.08928573,,10.7,,186695008.0,,,52.653999999999996,,,,1577750400.0,0.33036998,1863182976.0,9.98,,,1.2914499,0.32112998,1640908800.0,1585612800.0,,,104358771.0,19130929152.0,,,,,,-0.243,,,,,,,,https://logo.clearbit.com/banknorwegian.no,85.0,,,,,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,
NPRO,Norwegian Property,Real estate,11.5,11.4,11.5,50,,5676.69,0.0088,-0.0043,-0.0417,-0.1686,-0.011,0250,Real Estate,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1.0,Stoperigata 2,,Real Estate Services,11.4,11.35,12.210647999999999,0.012280703,0.3443,,11.5,,55111.0,,11.4,12.052941,0.14,11.35,,55111.0,,,,0.28,1581379200.0,0.556976,,,11.35,2.0,NOK,17.592592,31215.0,,,,5627336192.0,,,30266.0,2.9217737,11.35,11.5,,361700.0,31215.0,15.15,24.255318,,,9.24,11.4,False,0.024300002,27100.0,11.5,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.8660000000000005,,0.16937,21.857,-0.037974775,,0.47,,493625984.0,,,16.064,,,,1577750400.0,0.20047002,326200000.0,0.648,,,0.70966136,0.80237997,1640908800.0,1593475200.0,,,86201838.0,13223331840.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,51.0,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,
NRC,NRC Group,Industrials,32.65,32.5,32.75,33,,2381.09,-0.0106,-0.041100000000000005,0.0398,-0.4236,-0.4857,1366,Industrials,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1.0,Lysaker Torg 25,,Railroads,33.0,32.65,32.77446,,0.0,,32.75,,44735.0,,33.0,32.05294,,32.65,,44735.0,,,,,1524182400.0,0.377325,,,32.1,2.0,NOK,,10526.0,,,,2388381952.0,,,72463.0,0.37808800000000004,32.1,33.0,,,10526.0,65.5,,,,18.8,32.8,False,,,32.75,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NRC.OL,finmb_876360,no_market,,0.555,,-0.00602,33.069,-0.48275864,,,,72927696.0,,,38.059,,,,1577750400.0,0.34921002,-113000000.0,-0.682,,,0.8605060999999999,0.20920999999999998,1640908800.0,1585612800.0,,,46721611.0,3505287168.0,,1384992000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,1986.0,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
NTS,NTS,Industrials,69.0,69.0,70.0,0,,8229.79,,,-0.0417,0.1672,0.1295,7970,Consumer Defensive,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1.0,Sentrumsgata 6,,Farm Products,69.0,70.0,66.1259,0.014492753999999998,0.4688,,70.0,,1143.0,,69.0,70.338234,1.0,70.0,,1143.0,,,,1.0,1589414400.0,0.61248,,,69.0,2.0,NOK,21.596245,375.0,,,,8229768192.0,,,4337.0,5.137318,69.0,70.0,,8300.0,375.0,80.0,10.900474,,1.26,46.0,69.0,False,0.0145000005,26300.0,70.0,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NTS.OL,finmb_49125655,no_market,,4.919,,0.1451,16.249000000000002,0.1311475,,6.33,,119272000.0,,,37.542,,,,1577750400.0,0.029240001,232440992.0,3.195,,,1.8379415000000001,0.93716,1640908800.0,1585612800.0,,,33225408.0,7879535616.0,,1407888000.0,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
OBSERV,Observe Medical,Health care,15.1,14.55,15.1,9,,293.45,-0.0033,-0.0417,0.0679,0.3869,,0255,Healthcare,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1.0,Henrik Ibsensgate 90,,Medical Devices,15.0,15.15,12.373928999999999,,0.0,,15.15,,23811.0,,15.0,14.913538,,15.15,,23811.0,,,,,,,,,14.55,2.0,NOK,,3243.0,,,,293447360.0,,,21995.0,1616.1042,14.55,14.95,,,3243.0,20.5,,,,5.902,14.65,False,,,15.15,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1427.656,,0.0,-17.75,inf,,,,19433600.0,,,0.9540000000000001,,,,1577750400.0,0.11623,-13250616.0,-0.8640000000000001,,,15.828092999999999,0.77686,1640908800.0,1585612800.0,,,5984410.0,259229440.0,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,7.0,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
OCY,Ocean Yield,Energy,22.3,22.25,22.3,232,,3905.91,0.0068000000000000005,-0.0219,0.0516,-0.4962,-0.5232,1366,Industrials,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1.0,OksenOeyveien 10,,Marine Shipping,22.15,22.15,29.506475,0.021760723,,,22.5,,374652.0,,22.15,22.49853,0.48200000000000004,22.15,,374652.0,,,,4.5,1594598400.0,1.161046,,,22.15,2.0,NOK,,122094.0,,,,3905934080.0,,,485744.0,13.404029000000001,22.15,22.3,,,122094.0,56.7,,,10.8,19.8,22.2,False,0.2029,,22.5,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OCY.OL,finmb_212437935,no_market,,19.489,,-0.13520999,23.133000000000003,-0.57809526,,0.67,,175154000.0,,,4.644,,,,1577750400.0,0.13294,-57400000.0,-0.27899999999999997,,,4.8018947,0.63466,1640908800.0,1593475200.0,,,63943066.0,5679069696.0,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,17.0,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,
OTS,Oceanteam,Energy,2.89,2.86,2.9,5,,98.87,0.0,-0.0137,-0.0034,-0.4102,-0.611,1366,Industrials,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1.0,STRANDVEIEN 15,47 55 10 82 49,Marine Shipping,2.89,2.78,3.5116546000000004,,0.0,,2.89,,8827.0,,2.89,2.9032352,,2.78,,8827.0,,,,,,1.343604,,,2.78,4.0,NOK,722.5,2306.0,,,,98870664.0,,,9784.0,6.2265043,2.78,2.9,,150100.0,2306.0,8.51005,,,,2.5,2.86,False,,135600.0,2.89,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OTS.OL,finmb_27340700,no_market,,9.399,,0.0085,26.638,-0.61337996,,,,34211300.0,,,1.7519999999999998,,,,1577750400.0,0.12597999,-815000.0,0.004,,,1.6495433999999998,0.047470003,1640908800.0,1577750400.0,,,32036792.0,149250544.0,,1574812800.0,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,12.0,Lysaker,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
ODL,Odfjell Drilling,Energy,11.1,11.08,11.14,169,,2628.29,0.0073,-0.0547,0.0336,-0.662,-0.5713,AB12 3LG,Energy,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1.0,Bergen House,44 1224 856 001,Oil & Gas Drilling,10.98,11.18,14.214532,,0.0,,11.32,,772915.0,,10.98,11.269411999999999,,11.18,,772915.0,,,,,1395100800.0,1.95872,,,10.86,2.0,NOK,58.031086,316390.0,,,,2651969536.0,,,1467339.0,3.2371016,10.86,11.24,,181500.0,316390.0,33.8,80.0,,,6.12,11.16,False,,820000.0,11.32,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODL.OL,finmb_241631186,no_market,,4.718999999999999,,0.06548,11.742,-0.5844058000000001,,0.14,,236783008.0,,,4.426,,,,1577750400.0,0.119320005,45717000.0,0.193,,,2.5305014,0.60887,1640908800.0,1585612800.0,,,92589335.0,3865883648.0,,,,,,1.2890000000000001,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,2581.0,Crawpeel Road Altens,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
ODF,Odfjell ser. A,Industrials,20.4,20.4,20.6,0,LP,1224.41,,,-0.0286,-0.2302,-0.2273,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1.0,Conrad Mohrs veg 29,,Marine Shipping,20.4,20.7,22.919424,0.008970588,0.0,,20.7,,2717.0,,20.4,20.95,0.183,20.7,,2717.0,,,,,1525824000.0,0.468604,,,20.4,2.0,NOK,,2100.0,,,,1597662720.0,,,11921.0,1.7864972,20.4,20.6,,24000.0,2100.0,32.0,-102.0,,,17.1,20.4,False,,49000.0,20.7,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODF.OL,finmb_876111,no_market,,3.222,,-0.028560000000000002,19.205,-0.2153846,,-0.2,,60020300.0,,,6.516,,,,1577750400.0,0.07780000599999999,-25544000.0,-0.325,,,3.1307552000000003,0.58329,1640908800.0,1585612800.0,,,28257135.0,2881440768.0,,1115337600.0,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383.0,PO Box 6101 Postterminalen,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
ODFB,Odfjell ser. B,Industrials,20.0,20.0,20.6,1,LP,375.12,,-0.0385,0.005,-0.2366,-0.2308,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1.0,Conrad Mohrs veg 29,,Marine Shipping,19.9,20.0,22.575539000000003,,0.0,,20.0,,2979.0,,19.9,20.435292999999998,,20.0,,2979.0,,,,,1525824000.0,0.468604,,,20.0,2.0,NOK,,5.0,,,,1605692032.0,,,3851.0,1.7954756,20.0,20.6,,,5.0,32.0,,,,17.6,20.2,False,,,20.0,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODFB.OL,finmb_876111,no_market,,3.178,,-0.028560000000000002,18.942999999999998,,,,,18756200.0,,,6.516,,,,1577750400.0,0.16443,-25544000.0,-0.325,,,3.069368,0.37213,1640908800.0,1585612800.0,,,28257135.0,2842052608.0,,1115337600.0,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383.0,PO Box 6101 Postterminalen,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
OKEA,OKEA,Energy,8.7,8.74,8.8,32,,891.77,0.0211,-0.0023,-0.1122,-0.5029,-0.6099,7042,Energy,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1.0,Ferjemannsveien 10,,Oil & Gas E&P,8.52,8.4,11.01482,,0.0,,8.9,,41610.0,,8.52,9.523529,,8.4,,41610.0,,,,,,,,,8.4,2.0,NOK,,44154.0,,,,891776064.0,,,81874.0,0.33137003,8.4,8.8,,,44154.0,23.495,,,,5.7,8.7,False,,,8.9,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.043,,-0.31458,1.8840000000000001,-0.6263156999999999,,,,102503000.0,,,8.781,,,,1577750400.0,0.01676,-846585984.0,-8.663,,,0.9907754999999999,0.8319,1640908800.0,1585612800.0,,,25118274.0,2805895424.0,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,207.0,,,,,c252c57e-328d-3858-89e6-237abaed1554,
OET,Okeanis Eco Tankers,Energy,58.8,58.4,59.0,27,,1918.4,0.0208,0.0,0.0652,-0.4064,-0.052000000000000005,185 47,Industrials,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1.0,Ethnarchou Makariou av,30 210 48 18 210,Marine Shipping,57.6,57.6,69.08776999999999,0.008680555999999999,0.0,,61.0,,36217.0,,57.6,57.182354000000004,0.5,57.6,,36217.0,,,,5.06,1589846400.0,0.134883,,,57.6,2.0,NOK,,28366.0,,,,1890752640.0,,,75950.0,19.073317000000003,57.6,59.0,,0.0,28366.0,118.0,,,,51.0,58.4,False,0.0872,0.0,61.0,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000.0,EQUITY,OET.OL,finmb_564610479,no_market,,26.717,,-0.0864,61.086000000000006,-0.1466667,,,,32375900.0,,,11.710999999999999,,,,1577750400.0,0.24734,-8564631.0,-0.262,,,4.9867644,0.5977600000000001,1640908800.0,1585612800.0,,,8221540.0,2648464384.0,,,,,,83.53399999999999,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,,& 2 D. Falireos St N. Faliro,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
OLT,Olav Thon Eiendomsselskap,Real estate,152.5,152.5,153.5,19,,15802.53,0.0099,0.0339,0.08929999999999999,-0.0912,0.0664,0105,Real Estate,"Olav Thon Eiendomsselskap ASA engages in the property rental business in Norway and Sweden. The company is also involved in the property development and management business. As of December 31, 2019, it had 77 shopping centers comprising 16 managed for external owners. The company was founded in 1982 and is based in Oslo, Norway.",Oslo,47 23 08 00 00,Norway,[],http://www.olt.no,1.0,Stenersgata 2,,Real Estate—Development,151.0,151.0,143.24892,0.029139073999999997,,,153.5,,7442.0,,151.0,142.58823999999998,4.4,151.0,,7442.0,,,,,1590105600.0,0.997674,,,151.0,2.0,NOK,,1413.0,,,,15906130944.0,,,12626.0,4.1303897,151.0,153.5,,35400.0,1413.0,189.6,11.395694,,1.67,85.9,153.0,False,,7900.0,153.5,OSL,OLAV THON EIENDOMS,Olav Thon Eiendomsselskap ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OLT.OL,finmb_4469432,no_market,,10.31,,-0.13918,16.44,0.041379333,,13.47,,103623000.0,,,243.98,,,,1577750400.0,0.12808,-536000000.0,-5.51,,,0.6291498999999999,0.78239995,1640908800.0,1585612800.0,,,26845655.0,39702097920.0,,1402444800.0,10:1,,,,,,,,,,,https://logo.clearbit.com/olt.no,,Sentrum PO Box 489,,,,da99422c-f097-30ea-83ca-8d1ecdffe75c,
ORK,Orkla,Consumer staples,88.9,88.9,88.92,1676,,88927.18,0.0084,0.0121,0.0556,0.0265,0.2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTELLO,Otello Corporation,Communication services,12.65,12.6,12.65,34,,1740.1,0.004,-0.0039,0.0675,-0.2094,-0.1678,0401,Communication Services,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1.0,Gjerdrums vei 19,,Advertising Agencies,12.6,12.7,13.5071945,,0.0,,12.75,,92149.0,,12.6,12.325,,12.7,,92149.0,,,,,1481846400.0,0.572674,,,12.5,2.0,NOK,,72886.0,,,,1747062784.0,,,291576.0,7.130868400000001,12.5,12.7,,0.0,72886.0,18.1,-254.0,,,8.02,12.6,False,,0.0,12.75,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OTELLO.OL,finmb_532001,no_market,,7.0760000000000005,,-0.022449998,-722.336,,,-0.05,,137564000.0,,,2.215,,,,1577750400.0,0.29569,-5500000.0,-0.040999999999999995,,,5.7336345,0.13856,1640908800.0,1585612800.0,,,74244697.0,1733607168.0,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,624.0,PO Box 4214 Nydalen,,,,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,
