ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AKBM-ME,Aker BioMarine,Consumer staples,88.55,88.55,88.98,120,,7755.75,0.0062,-0.0215,,,,1327,Healthcare,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1.0,Oksenoyveien 10,47 24 13 01 10,Drug Manufacturers—Specialty & Generic,88.0,87.0,,,,,89.56,,,,88.0,,,87.0,,,,,,,,,,,87.0,2.0,NOK,,28333.0,,,,,,,,,87.0,89.56,,,28333.0,89.56,,,,87.0,89.5,False,,,89.56,OSL,AKER BIOMARINE AS,Aker BioMarine ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,40.321,,-0.00658,189.592,,,,,,,,2.589,,,,1546214400.0,,-1022000.0,-0.015,,0.107150316,34.569332,,1609372800.0,1514678400.0,,,14611039.0,6263156224.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,,PO Box 496,,,,,
AKERBP,Aker BP,Energy,171.75,171.8,171.9,1827,,61763.62,0.0145,-0.0558,-0.0369,-0.3767,-0.2449,1366,Energy,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1.0,Building B,,Oil & Gas E&P,171.25,171.5,189.13273999999998,0.010674452,,,175.55,,807565.0,,171.25,182.08676,1.828,171.5,,807565.0,,,,7.41,1596153600.0,1.6540689999999998,,,171.35,2.0,NOK,,384337.0,,,,61727744000.0,,,1567147.0,20.1478,171.35,171.65,,0.0,384337.0,297.9,100.97058,,,89.42,171.7,False,0.041199997,0.0,175.55,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKERBP.OL,finmb_9048461,no_market,,21.362,,-0.031630002000000004,29.87,-0.2526009,,,,359614016.0,,,5.317,,,,1577750400.0,0.16023001,-96917000.0,-0.26899999999999996,,0.107150316,32.28324,0.70299006,1640908800.0,1593475200.0,,,106384610.0,65447362560.0,,1261526400.0,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,1703.0,Fornebuporten OksenOeyveien 10 Lysaker,,,,,
AKSO,Aker Solutions,Energy,14.58,14.57,14.59,1079,,3964.93,0.0062,0.0021,0.6766,-0.4106,-0.4817,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1.0,Oksenoyveien 8,47 67 51 30 10,Oil & Gas Equipment & Services,14.48,14.81,10.42165,0.10013813,0.0,,14.95,,4558965.0,,14.48,10.371858,1.45,14.81,,4558965.0,,,,,1428624000.0,1.890697,,,14.51,2.0,NOK,,1791593.0,,,,3951331840.0,,,5433095.0,0.1499386,14.51,14.53,,58500.0,1791593.0,30.2,6.2360516,,,4.362,14.51,False,,156700.0,14.95,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.447,,-0.03779,18.588,-0.45210445,,2.33,,271943008.0,,,24.02,,,,1577750400.0,0.26966998,-996000000.0,-3.667,,0.107150316,0.6049126,0.46942002,1640908800.0,1593475200.0,,,130227946.0,11784730624.0,,1175212800.0,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000.0,,,,,,
AKVA,AKVA Group,Industrials,63.2,63.2,63.4,16,LP,2092.33,0.0326,-0.0063,0.0359,-0.13119999999999998,-0.1632,4353,Industrials,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1.0,Plogfabrikkvegen 11,,Farm & Heavy Construction Machinery,61.4,61.8,61.56403,0.03257329,,,63.4,,3527.0,,61.4,62.5,2.0,61.8,,3527.0,,,,2.0,1582502400.0,0.642441,,,61.8,2.0,NOK,,3230.0,,,,2095484544.0,,,6117.0,0.7038982,61.8,63.4,,49600.0,3230.0,83.0,11.029669,,,41.3,63.2,False,0.0322,34200.0,63.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKVA.OL,finmb_162314,no_market,,1.089,,-0.00014,25.022,-0.19220775,,5.73,,33156400.0,,,31.171,,,,1577750400.0,0.13203,-422000.0,-0.013999999999999999,,0.107150316,2.0275257,0.7511,1640908800.0,1585612800.0,,,8065299.0,3241864192.0,,,,,,-0.41700000000000004,,,,,,,,https://logo.clearbit.com/akvagroup.com,1444.0,,,,,,
AMSC,American Shipping Company,Industrials,27.05,26.95,27.05,39,,1639.68,0.0,-0.0018,0.08199999999999999,-0.1288,-0.1367,1366,Industrials,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1.0,Building B,,Marine Shipping,27.05,27.45,26.176115,0.011829943999999998,1.9914999,,27.45,,38946.0,,27.05,26.133823,0.32,27.45,,38946.0,,,,3.21,1590451200.0,0.968023,,,26.9,2.0,NOK,180.87248,39601.0,,,,1633614720.0,,,75574.0,18.541891,26.9,27.0,,114600.0,39601.0,37.5,72.83784,,11.34,15.06,26.9,False,0.118599996,172600.0,27.45,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AMSC.OL,finmb_22594564,no_market,,24.516,,0.10217000000000001,25.418000000000003,-0.20930237,,0.37,,60616500.0,,,2.6689999999999996,,,,1577750400.0,0.19708,9002000.0,0.149,,0.107150316,10.097415,0.28123000000000004,1640908800.0,1585612800.0,,,44026980.0,2159976448.0,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,3.0,OksenOeyveien 10,,,,,
ANDF-ME,Andfjord Salmon,Consumer staples,56.5,55.51,56.5,36,,1904.09,0.0144,-0.0358,0.13,,,8400,Consumer Defensive,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1.0,Havnegata 19,,Farm Products,55.7,55.8,,,0.0,,56.5,,,,55.7,,,55.8,,,,,,,,,,,55.05,2.0,NOK,,7806.0,,,,1866490368.0,,,,1133.5896,55.05,56.5,,,7806.0,56.5,,,,55.05,55.51,False,,,56.5,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,1050.529,,0.0,-215.933,,,,,,,,4.914,,,,1577750400.0,,-6394534.0,-0.214,,0.107150316,11.296296,,1640908800.0,,,,,1729727744.0,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,8402 Sortland,,,,,
ABT,Aqua Bio Technology,Materials,4.8,4.74,4.8,31,LP,73.71,0.0667,0.0213,0.326,1.0513,0.9672,1366,Healthcare,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1.0,Fornebuveien 37,,Biotechnology,4.5,4.42,3.0476978,0.22222222,0.0,,4.92,,33846.0,,4.5,4.937647,1.0,4.42,,33846.0,,,,,1496880000.0,1.24593,,,4.42,4.0,NOK,,28912.0,,,,72784592.0,,,154232.0,56.19607,4.42,4.8,,320000.0,28912.0,7.55,-8.777777,,,1.25,4.74,False,,330000.0,4.92,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ABT.OL,finmb_39453852,no_market,,48.042,,0.0,-4.785,1.0,,-0.54,,15355400.0,,,0.47700000000000004,,,,1577750400.0,0.02359,-13215518.0,-1.03,,0.107150316,9.937106,0.80484,1640908800.0,1577750400.0,,,1905450.0,62223604.0,,1309132800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,
AQUA,AqualisBraemar,Energy,4.7,4.6,4.7,4,,330.49,0.0217,0.0444,0.2113,0.2718,0.2686,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1.0,Olav Vs gate 6,,Oil & Gas Equipment & Services,4.6,4.56,3.6996403,0.0010869565,0.0,,4.7,,20570.0,,4.6,4.142941,0.005,4.56,,20570.0,,,,0.2,1591833600.0,1.040697,,,4.56,4.0,NOK,23.383083,2409.0,,,,330487072.0,,,46149.0,4.9774400000000005,4.56,4.7,,385400.0,2409.0,5.0,33.571426,,,2.15,4.6,False,0.0435,402100.0,4.7,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.789,,0.18611999,189.623,0.14999998,,0.14,,70316400.0,,,0.6859999999999999,,,,1577750400.0,0.07898,12358000.0,0.201,,0.107150316,6.8513117,0.58599,1640908800.0,1585612800.0,,,20787638.0,317998016.0,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,431.0,,,,,,
ARCHER,Archer,Energy,2.1,2.09,2.1,31,,309.92,0.032,-0.0434,0.0,-0.34119999999999995,-0.5446,HM 08,Energy,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1.0,Par la Ville Place,,Oil & Gas Drilling,2.03,2.035,2.2941222000000003,,0.0,,2.13,,224831.0,,2.03,2.210441,,2.035,,224831.0,,,,,,2.852906,,,2.035,4.0,NOK,,105315.0,,,,310852480.0,,,522295.0,0.37290365,2.035,2.1,,100400.0,105315.0,4.78,35.0,,,1.1,2.09,False,,503000.0,2.13,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.111,,-0.05722000000000001,9.817,-0.52444446,,0.06,,148024992.0,,,0.732,,,,1577750400.0,0.12627,-47700000.0,-0.32299999999999995,,0.107150316,2.8688523999999997,0.41856998,1640908800.0,1577750400.0,,,105861885.0,925742080.0,,1443398400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,4964.0,4th Floor 14 Par-la-Ville Road,,,,,
AZT,ArcticZymes Technologies,Health care,43.7,43.1,43.7,136,,2112.23,0.0093,0.0358,0.4914,8.1368,9.85,9294,Healthcare,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",Tromso,47 77 64 89 00,Norway,[],http://arcticzymes.com,1.0,Sykehusveien 23,47 77 64 89 01,Biotechnology,43.0,43.0,,,0.0,,44.9,,,,43.0,,,43.0,,,,,,,,1.149418,,,43.0,2.0,NOK,168.07693,54062.0,,,,2112226432.0,,,,20.29777,43.0,43.9,,,54062.0,44.9,,,,43.0,43.4,False,,,44.9,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,19.783,,0.12154999400000001,151.537,,,,,48334700.0,,,1.21,,,,1577750400.0,0.0896,12649000.0,0.26,,0.107150316,36.115704,0.3134,1640908800.0,1585612800.0,,,24481512.0,2058635904.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,36.0,PO Box 6463,,,,,
ARCUS,Arcus,Consumer staples,40.9,40.4,40.8,33,,2773.05,-0.0025,-0.0098,0.0518,0.1593,0.1284,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1.0,Destilleriveien 11,,Beverages—Wineries & Distilleries,40.7,40.0,36.176429999999996,0.04078624,0.64839995,,40.9,,28139.0,,40.7,39.42353,1.66,40.0,,28139.0,,,,1.66,1591833600.0,0.447647,,,40.0,2.0,NOK,16.07565,19235.0,,,,2774938624.0,,,29921.0,0.9833582000000001,40.0,40.9,,0.0,19235.0,42.0,12.215569,,,27.1,40.6,False,0.040799998,0.0,40.9,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.6369999999999998,,0.0645,12.037,0.06578946,,3.34,,68013200.0,,,27.624000000000002,,,,1577750400.0,0.79032,182000000.0,2.5380000000000003,,0.107150316,1.4769765,0.15168999,1640908800.0,1585612800.0,,,25830157.0,4618433536.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,430.0,Postbox 64,,,,,
AFK,Arendals Fossekompani,Industrials,2900.0,2920.0,2960.0,2,,6349.32,-0.0203,0.0,0.0902,0.1269,0.1577,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1.0,Langbryggen 9,,Utilities—Renewable,2960.0,2960.0,2611.1511,0.018918918,,,2960.0,,109.0,,2960.0,2740.0,56.0,2960.0,,109.0,,,,56.0,1588896000.0,0.27616199999999996,,,2900.0,2.0,NOK,,3.0,,,,6359961088.0,,,99.0,1.370372,2900.0,2960.0,,2000.0,3.0,3180.0,,,,2100.0,2920.0,False,0.0189,1500.0,2960.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,1.2890000000000001,,-0.00090000004,17.075,0.14285720000000002,,,,2193090.0,,,1321.135,,,,1577750400.0,0.012560001000000001,-4194000.0,-1.9069999999999998,,0.107150316,2.1950822,0.86077005,1640908800.0,1585612800.0,,,298391.0,5983964160.0,,1524787200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,
ASETEK,Asetek,Information technology,63.7,63.4,63.7,50,,1606.62,0.0599,0.0143,0.1862,1.0548,2.1073,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1.0,Assensvej 2,45 96 45 00 48,Computer Hardware,60.1,60.1,43.40266,0.0019301164,0.0,,63.9,,64217.0,,60.1,58.657352,0.11599999999999999,60.1,,64217.0,,,,,1493164800.0,0.688372,,,60.1,2.0,NOK,,20839.0,,,,1633535232.0,,,60032.0,31.24649,60.1,63.9,,262100.0,20839.0,70.3,212.66666,,,17.84,63.8,False,,89800.0,63.9,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASETEK.OL,finmb_25262375,no_market,,29.006999999999998,,-0.0097,860.1419999999999,2.1658537,,0.3,,25604000.0,,,1.489,,,,1577750400.0,0.63678,-507000.0,-0.02,,0.107150316,42.84755,0.008459999999999999,1640908800.0,1585612800.0,,,21888256.0,1516430976.0,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,97.0,Aalborg East,,,,,
ATEA,Atea,Information technology,104.4,104.2,104.6,85,,11481.2,0.0136,-0.0243,0.0932,-0.1882,-0.0486,0605,Technology,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1.0,Karvesvingen 5,,Information Technology Services,103.0,104.8,100.54244,0.0631068,0.7065,,105.0,,49560.0,,103.0,101.58235,6.5,104.8,,49560.0,,,,6.5,1571875200.0,0.580813,,,103.8,2.0,NOK,22.734188,13834.0,,,,11503175680.0,,,95889.0,0.3053508,103.8,104.8,,20000.0,13834.0,137.0,15.093795000000002,,5.73,66.2,104.6,False,0.0631,264300.0,105.0,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATEA.OL,finmb_700601,no_market,,0.32799999999999996,,0.01354,11.935,-0.04144144,,6.93,,109973000.0,,,33.080999999999996,,,,1577750400.0,0.58987,510000000.0,4.601,,0.107150316,3.1619356,0.25161999999999995,1640908800.0,1593475200.0,,,81691394.0,12341239808.0,,1149206400.0,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,7222.0,Box 6472 Etterstad,,,,,
ATLA NOK,Atlantic Petroleum,Energy,6.9,6.48,7.24,0,,25.52,,,0.0088,-0.121,,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1.0,Yviri vio Strond 4,,Oil & Gas E&P,6.9,6.48,7.029856,,0.0,,6.48,,246.0,,6.9,6.875882000000001,,6.48,,246.0,,,,,,1.421511,,,6.46,2.0,NOK,,1268.0,,,,21254176.0,,,1471.0,,6.46,7.1,,0.0,1268.0,9.9,,,,5.05,6.46,False,,0.0,6.48,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0.0,,-0.119999945,,,,3697860.0,,,-6.497999999999999,,,,1577750400.0,0.02009,,-2.673,,0.107150316,,0.0,1640908800.0,1585612800.0,,,3510194.0,25515234.0,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1.0,PO Box 1228,,,,,
ASA,Atlantic Sapphire,Consumer staples,115.5,114.5,115.5,87,,8233.54,0.0132,-0.0128,-0.0941,-0.1047,0.1667,6392,Consumer Defensive,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1.0,Daugstadvegen 445,,Farm Products,114.0,114.0,116.574455,,0.0,,116.0,,85610.0,,114.0,128.16176000000002,,114.0,,85610.0,,,,,,1.307334,,,114.0,2.0,NOK,,14907.0,,,,8233544192.0,,,80403.0,1486.1993,114.0,115.5,,,14907.0,146.0,,,,68.2,115.0,False,,,116.0,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASA.OL,finmb_367799271,no_market,,1495.787,,-2.3740099999999997,-739.814,0.16700196,,,,71286096.0,,,2.928,,,,1577750400.0,0.33597,-13152000.0,-0.193,,0.107150316,39.44672,0.0,1640908800.0,1577750400.0,,,35767773.0,8286657536.0,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,87.0,,,,,,
