ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
ANDF-ME,Andfjord Salmon,Consumer staples,49.01,49.01,49.5,77,,1651.67,-0.0198,0.0105,-0.0255,,,8400,Consumer Defensive,,"Andfjord Salmon AS engages in the shore based farming of Atlantic salmon. The company holds a license for 10,000 tons maximum allowed biomass (MAB) for land-based farming. Andfjord Salmon AS was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1.0,Havnegata 19,Farm Products,,50.0,50.89,53.008224,,0.0,,50.89,,14359.0,,50.0,51.51,,50.89,,14359.0,,,,,,,,,49.0,2.0,NOK,20481.0,,,,1663908992.0,,,36723.0,1010.5543,49.0,49.5,,,20481.0,65.0,,,,46.5,49.1,False,,,50.89,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,875.9580000000001,,0.0,,-0.18959385,,,,33700600.0,,,8.402000000000001,,,,1577750400.0,,-10354177.0,-0.307,,0.10600006599999999,5.8331347000000004,,1640908800.0,1593475200.0,,,,1442292736.0,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,,,,,,
ABT,Aqua Bio Technology,Materials,6.85,6.7,6.85,93,LP,125.95,0.0301,-0.1104,-0.1796,1.9274,2.2619,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1.0,Fornebuveien 37,Biotechnology,,6.65,6.65,3.8847059999999995,0.15037593,0.0,,7.15,,139285.0,,6.65,5.8544116,1.0,6.65,,139285.0,,,,,1496880000.0,1.357228,,,6.6,2.0,NOK,93572.0,,,,105935936.0,,,137762.0,120.13765,6.6,6.8,,320000.0,93572.0,9.2,-12.6851845,,,1.25,6.7,False,,330000.0,7.15,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ABT.OL,finmb_39453852,no_market,,127.726,,0.0,-9.338,2.3980584,,-0.54,,15355400.0,,,0.06,,,,1577750400.0,0.02359,-10915715.0,-0.75,,0.10600006599999999,114.16666399999998,0.80484,1640908800.0,1593475200.0,,,1778057.0,112627288.0,,1309132800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,
AQUA,AqualisBraemar,Energy,5.6,5.45,5.6,23,,393.77,0.037000000000000005,0.0566,0.0566,0.5154,0.5512,0161,Energy,439.0,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1.0,Olav Vs gate 6,Oil & Gas Equipment & Services,,5.4,5.4,3.9670589999999994,0.0042592590000000005,,,5.6,,15382.0,,5.4,5.2861767,0.023,5.4,,15382.0,,,,0.2,1591833600.0,1.156626,,,5.4,2.0,NOK,24025.0,,,,393771840.0,,,35645.0,5.197622,5.4,5.6,,385400.0,24025.0,5.9,40.0,,,2.15,5.45,False,0.037000000000000005,402100.0,5.6,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.891,,0.03333,128.07399999999998,0.40259743,,0.14,,70316400.0,,,0.696,,,,1577750400.0,0.07898,2525000.0,0.036000000000000004,,0.10600006599999999,8.045977,0.58599,1640908800.0,1593475200.0,,,20623810.0,370517760.0,,1468368000.0,25:1,,,-0.894,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,155.55556,,,,,
ARCHER,Archer,Energy,2.0,1.99,2.0,66,,295.87,-0.0385,-0.0544,-0.2095,-0.3711,-0.4845,HM 08,Energy,4703.0,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1.0,Par la Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.08,2.08,2.0668235,,0.0,,2.08,,159075.0,,2.08,2.2763236,,2.08,,159075.0,,,,,,2.754819,,,2.02,4.0,NOK,177243.0,,,,296100000.0,,,298165.0,0.37951806,2.02,2.06,,100400.0,177243.0,4.65,33.333335999999996,,,1.1,2.0,False,,503000.0,2.08,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.11,,-0.06473,9.986,-0.47215188,,0.06,,148050000.0,,,0.682,,,,1577750400.0,0.12627,-50500000.0,-0.341,,0.10600006599999999,2.9325514,0.41856998,1640908800.0,1593475200.0,,,105861885.0,865744640.0,,1443398400.0,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,,,,,,,
AZT,ArcticZymes Technologies,Health care,55.6,55.6,55.8,569,,2687.41,-0.0246,-0.0479,-0.0447,,,9294,Healthcare,36.0,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1.0,Sykehusveien 23,Biotechnology,PO Box 6463,57.0,56.0,,,0.0,,58.8,,,,57.0,,,56.0,,,,,,,,1.9650599999999998,,,55.2,2.0,NOK,184796.0,,,,2687409152.0,,,,20.679537,55.2,55.8,,,184796.0,58.8,,,,55.2,55.6,False,,,58.8,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,20.895,,0.30978,65.244,,,,,48334700.0,,,1.73,,,,1577750400.0,0.0896,40258000.0,0.833,,0.10600006599999999,32.138725,0.3134,1640908800.0,1593475200.0,,,31030377.0,2715454464.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,47 77 64 89 01,66.7467,,,,,
ARCUS,Arcus,Consumer staples,40.4,40.4,40.8,29,,2739.15,0.0,-0.0025,-0.0146,0.1536,0.1288,1483,Consumer Defensive,430.0,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1.0,Destilleriveien 11,Beverages—Wineries & Distilleries,Postbox 64,40.4,40.4,37.614596999999996,0.041089106,0.59290004,,40.7,,29505.0,,40.4,41.361763,1.66,40.4,,29505.0,,,,1.66,1591833600.0,0.45178500000000005,,,40.3,2.0,NOK,7069.0,,,,2747733504.0,,,28334.0,0.9504514999999999,40.3,40.8,,0.0,7069.0,43.7,12.095809,,,27.1,40.4,False,0.040599998,0.0,40.7,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.4340000000000002,,0.06953,11.975,0.09703505,,3.34,,68013200.0,,,25.369,,,,1577750400.0,0.79032,201020992.0,2.7880000000000003,,0.10600006599999999,1.5924948,0.15168999,1640908800.0,1593475200.0,,,26169423.0,4146146048.0,,,,,,1.107,,,,,,,,https://logo.clearbit.com/arcus.no,,14.490673999999999,,,,,
AFK,Arendals Fossekompani,Industrials,4460.0,4420.0,4460.0,105,,9764.81,0.032400000000000005,0.1862,0.5036999999999999,0.7413,0.7959999999999999,4841,Utilities,2100.0,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1.0,Langbryggen 9,Utilities—Renewable,,4320.0,4400.0,2737.5735,0.0129629625,,,4500.0,,433.0,,4320.0,3151.1765,56.0,4400.0,,433.0,,,,70.0,1598227200.0,0.359036,,,4320.0,2.0,NOK,649.0,,,,9789521920.0,,,152.0,2.2803202000000002,4320.0,4460.0,,2000.0,649.0,4500.0,,,,2100.0,4420.0,False,0.0159,1500.0,4500.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,2.116,,-0.0026100000000000003,28.433000000000003,0.6,,,,2194960.0,,,1326.569,,,,1577750400.0,0.012560001000000001,-34194000.0,-5.33,,0.10600006599999999,3.3620567,0.86077005,1640908800.0,1593475200.0,,,298348.0,9082730496.0,,1524787200.0,5:1,,,-0.655,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,
ASETEK,Asetek,Information technology,84.0,84.0,86.0,229,,2154.29,-0.0106,0.08529999999999999,0.1067,1.7097,2.75,9220,Technology,100.0,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1.0,Assensvej 2,Computer Hardware,Aalborg East,84.9,84.4,54.57625,0.0013663132000000001,0.0,,87.0,,71804.0,,84.9,77.27353000000001,0.11599999999999999,84.4,,71804.0,,,,,1493164800.0,0.858433,,,83.7,2.0,NOK,43469.0,,,,2125200000.0,,,67267.0,43.087402000000004,83.7,84.4,,262100.0,43469.0,91.3,280.0,,,18.02,84.7,False,,89800.0,87.0,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASETEK.OL,finmb_25262375,no_market,,38.758,,-0.01904,822.921,2.7471783,,0.3,,25300000.0,,,1.526,,,,1577750400.0,0.63678,-939000.0,-0.04,,0.10600006599999999,55.045869999999994,0.008459999999999999,1640908800.0,1593475200.0,,,21429376.0,1911645056.0,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,45 96 45 00 48,,,,,,
ATEA,Atea,Information technology,111.0,111.0,111.6,143,,12207.03,0.0278,0.0374,0.0694,-0.1369,-0.049100000000000005,0605,Technology,7222.0,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1.0,Karvesvingen 5,Information Technology Services,Box 6472 Etterstad,108.0,108.0,97.16765,0.060185187,0.7065,,111.6,,23611.0,,108.0,105.435295,6.5,108.0,,23611.0,,,,6.5,1571875200.0,0.621686,,,108.0,2.0,NOK,13577.0,,,,12207002624.0,,,52829.0,0.32403383,108.0,111.8,,20000.0,13577.0,137.0,16.017317000000002,,5.54,66.2,111.2,False,0.0602,264300.0,111.6,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATEA.OL,finmb_700601,no_market,,0.335,,0.01354,12.190999999999999,-0.11166668,,6.93,,109973000.0,,,33.080999999999996,,,,1577750400.0,0.58987,510000000.0,4.601,,0.10600006599999999,3.3554003,0.25161999999999995,1640908800.0,1593475200.0,,,81691394.0,12605175808.0,,1149206400.0,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,,24.12519,,,,,
ATLA NOK,Atlantic Petroleum,Energy,4.6,4.59,5.6,6,,17.01,-0.08,-0.0873,-0.2069,-0.414,-0.4588,110,Energy,1.0,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1.0,Yviri vio Strond 4,Oil & Gas E&P,PO Box 1228,5.0,4.41,6.677206,,0.0,,4.93,,475.0,,5.0,5.902353,,4.41,,475.0,,,,,,1.138554,,,4.41,4.0,NOK,2042.0,,,,17366748.0,,,1423.0,,4.41,5.58,,0.0,2042.0,9.9,,,,4.41,4.6,False,,0.0,4.93,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0.0,,-0.40705884,,,,3697860.0,,,-6.497999999999999,,,,1577750400.0,0.02009,,-2.673,,0.10600006599999999,,0.0,1640908800.0,1593475200.0,,,3510194.0,18489300.0,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,,,,,,,
ASA,Atlantic Sapphire,Consumer staples,115.0,114.0,115.0,466,,9218.81,0.06480000000000001,0.0748,0.0849,-0.1085,0.0849,6392,Consumer Defensive,121.0,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1.0,Daugstadvegen 445,Farm Products,,108.0,108.0,109.83629599999999,,0.0,,115.0,,125442.0,,108.0,107.41765,,108.0,,125442.0,,,,,,1.081024,,,107.0,2.0,NOK,138753.0,,,,9218813952.0,,,88149.0,1531.1101,107.0,113.5,,,138753.0,146.0,,,,68.2,113.5,False,,,115.0,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASA.OL,finmb_367799271,no_market,,1288.77,,0.0,-270.297,0.038461566,,,,80163600.0,,,2.4930000000000003,,,,1577750400.0,0.33597,-35283000.0,-0.49700000000000005,,0.10600006599999999,46.12916,0.0,1640908800.0,1593475200.0,,,39594439.0,7759686656.0,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,,,,,,,
